"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error
,"Virginia","51","2014","2014",10253,4480907,228.82,224.39,233.24,2.26,193.28,189.46,197.10,1.95
,"Virginia","51","2015","2015",10303,4501210,228.89,224.47,233.31,2.26,191.60,187.82,195.39,1.93
,"Virginia","51","2016","2016",10388,4500734,230.81,226.37,235.25,2.26,191.32,187.55,195.09,1.93
,"Virginia","51","2017","2017",10374,4524481,229.29,224.87,233.70,2.25,188.66,184.93,192.39,1.90
,"Virginia","51","2018","2018",10427,4527445,230.31,225.89,234.73,2.26,190.26,186.50,194.02,1.92
,"Virginia","51","2019","2019",10125,4517568,224.13,219.76,228.49,2.23,183.91,180.21,187.60,1.88
"Total","Virginia","51",,,101845,44743297,227.62,226.22,229.02,0.71,191.10,189.90,192.30,0.61
,"Washington","53","2010","2010",7360,3665456,200.79,196.21,205.38,2.34,169.65,165.71,173.59,2.01
,"Washington","53","2011","2011",7407,3717667,199.24,194.70,203.78,2.31,166.26,162.39,170.13,1.97
,"Washington","53","2012","2012",7313,3735749,195.76,191.27,200.24,2.29,163.11,159.28,166.93,1.95
,"Washington","53","2013","2013",7400,3758089,196.91,192.42,201.40,2.29,163.30,159.48,167.11,1.95
,"Washington","53","2014","2014",7615,3797484,200.53,196.02,205.03,2.30,166.22,162.39,170.05,1.95
,"Washington","53","2015","2015",7559,3856093,196.03,191.61,200.45,2.25,161.85,158.10,165.60,1.91
,"Washington","53","2016","2016",7416,3916245,189.37,185.06,193.68,2.20,158.13,154.42,161.83,1.89
,"Washington","53","2017","2017",7641,3992016,191.41,187.12,195.70,2.19,160.78,157.06,164.49,1.89
,"Washington","53","2018","2018",7530,4050628,185.90,181.70,190.10,2.14,157.31,153.65,160.97,1.87
,"Washington","53","2019","2019",7477,4083601,183.10,178.95,187.25,2.12,156.59,152.94,160.24,1.86
"Total","Washington","53",,,74718,38573028,193.71,192.32,195.09,0.71,162.29,161.10,163.49,0.61
,"West Virginia","54","2010","2010",3429,999173,343.18,331.70,354.67,5.86,266.23,257.00,275.46,4.71
,"West Virginia","54","2011","2011",3539,998103,354.57,342.89,366.25,5.96,275.92,266.43,285.40,4.84
,"West Virginia","54","2012","2012",3501,988284,354.25,342.52,365.99,5.99,272.02,262.63,281.42,4.79
,"West Virginia","54","2013","2013",3491,980669,355.98,344.17,367.79,6.02,276.09,266.51,285.68,4.89
,"West Virginia","54","2014","2014",3569,971058,367.54,355.48,379.60,6.15,283.12,273.38,292.85,4.97
,"West Virginia","54","2015","2015",3553,962650,369.09,356.95,381.22,6.19,279.92,270.28,289.56,4.92
,"West Virginia","54","2016","2016",3613,950882,379.96,367.57,392.35,6.32,291.11,281.15,301.07,5.08
,"West Virginia","54","2017","2017",3504,935935,374.38,361.99,386.78,6.32,283.59,273.73,293.44,5.03
,"West Virginia","54","2018","2018",3632,924945,392.67,379.90,405.44,6.52,299.13,288.92,309.34,5.21
,"West Virginia","54","2019","2019",3590,911783,393.73,380.85,406.61,6.57,299.84,289.54,310.14,5.26
"Total","West Virginia","54",,,35421,9623482,368.07,364.24,371.90,1.96,282.48,279.41,285.56,1.57
,"Wisconsin","55","2010","2010",6326,3020924,209.41,204.25,214.57,2.63,172.74,168.40,177.08,2.21
,"Wisconsin","55","2011","2011",6633,3037475,218.37,213.12,223.63,2.68,175.79,171.46,180.12,2.21
,"Wisconsin","55","2012","2012",6436,3030272,212.39,207.20,217.58,2.65,170.04,165.77,174.30,2.18
,"Wisconsin","55","2013","2013",6627,3025987,219.00,213.73,224.28,2.69,173.44,169.13,177.74,2.20
,"Wisconsin","55","2014","2014",6608,3018183,218.94,213.66,224.22,2.69,172.29,167.98,176.59,2.19
,"Wisconsin","55","2015","2015",6495,3011208,215.69,210.45,220.94,2.68,167.76,163.52,172.00,2.16
,"Wisconsin","55","2016","2016",6615,3000736,220.45,215.13,225.76,2.71,169.96,165.70,174.23,2.18
,"Wisconsin","55","2017","2017",6436,3001069,214.46,209.22,219.70,2.67,166.16,161.92,170.40,2.16
,"Wisconsin","55","2018","2018",6448,3000227,214.92,209.67,220.16,2.68,165.88,161.63,170.12,2.16
,"Wisconsin","55","2019","2019",6398,2992524,213.80,208.56,219.04,2.67,165.67,161.41,169.93,2.18
"Total","Wisconsin","55",,,65022,30138605,215.74,214.08,217.40,0.85,169.92,168.57,171.27,0.69
,"Wyoming","56","2010","2010",693,301705,229.69,212.59,246.80,8.73,189.05,174.54,203.55,7.40
,"Wyoming","56","2011","2011",651,303725,214.34,197.87,230.80,8.40,173.72,159.87,187.58,7.07
,"Wyoming","56","2012","2012",635,307270,206.66,190.58,222.73,8.20,165.82,152.43,179.21,6.83
,"Wyoming","56","2013","2013",645,307724,209.60,193.43,225.78,8.25,168.26,154.74,181.77,6.89
,"Wyoming","56","2014","2014",664,306746,216.47,200.00,232.93,8.40,174.94,161.05,188.84,7.09
,"Wyoming","56","2015","2015",660,305999,215.69,199.23,232.14,8.40,174.40,160.44,188.37,7.12
,"Wyoming","56","2016","2016",654,303600,215.42,198.91,231.92,8.42,169.66,155.99,183.32,6.97
,"Wyoming","56","2017","2017",647,298686,216.62,199.92,233.31,8.52,172.28,158.30,186.27,7.14
,"Wyoming","56","2018","2018",676,295220,228.98,211.72,246.24,8.81,182.65,168.14,197.15,7.40
,"Wyoming","56","2019","2019",622,293325,212.05,195.39,228.72,8.50,169.00,155.02,182.98,7.13
"Total","Wyoming","56",,,6547,3024000,216.50,211.26,221.75,2.68,174.07,169.67,178.47,2.24
"Total",,,,,4053544,1679032524,241.42,241.19,241.66,0.12,201.20,200.99,201.40,0.10
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: A00-B99 (Certain infectious and parasitic diseases); C00-D48 (Neoplasms); E00-E07 (Disorders of thyroid gland);"
"E10-E14 (Diabetes mellitus); G40.0 (Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with"
"seizures of localized onset); G40.1 (Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with"
"simple partial seizures); G40.2 (Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex"
"partial seizures); G40.3 (Generalized idiopathic epilepsy and epileptic syndromes); G40.4 (Other generalized epilepsy and"
"epileptic syndromes); G40.5 (Special epileptic syndromes); G40.6 (Grand mal seizures, unspecified (with or without petit mal));"
"G40.7 (Petit mal, unspecified, without grand mal seizures); G40.8 (Other epilepsy); G40.9 (Epilepsy, unspecified); G41.0 (Grand"
"mal status epilepticus); G41.1 (Petit mal status epilepticus); G41.2 (Complex partial status epilepticus); G41.8 (Other status"
"epilepticus); G41.9 (Status epilepticus, unspecified); I05-I09 (Chronic rheumatic heart diseases); I10-I15 (Hypertensive"
"diseases); I20-I25 (Ischaemic heart diseases); I42.0 (Dilated cardiomyopathy); I42.1 (Obstructive hypertrophic cardiomyopathy);"
"I42.2 (Other hypertrophic cardiomyopathy); I42.3 (Endomyocardial (eosinophilic) disease); I42.4 (Endocardial fibroelastosis);"
"I42.5 (Other restrictive cardiomyopathy); I42.6 (Alcoholic cardiomyopathy); I42.7 (Cardiomyopathy due to drugs and other"
"external agents); I42.8 (Other cardiomyopathies); I42.9 (Cardiomyopathy, unspecified); I48 (Atrial fibrillation and flutter);"
"I49.0 (Ventricular fibrillation and flutter); I49.1 (Atrial premature depolarization); I49.2 (Junctional premature"
"depolarization); I49.3 (Ventricular premature depolarization); I49.4 (Other and unspecified premature depolarization); I49.5"
"(Sick sinus syndrome); I49.8 (Other specified cardiac arrhythmias); I49.9 (Cardiac arrhythmia, unspecified); I50.0 (Congestive"
"heart failure); I50.1 (Left ventricular failure); I50.9 (Heart failure, unspecified); I60-I69 (Cerebrovascular diseases);"
"J00-J98 (Diseases of the respiratory system); K25.0 (Gastric ulcer, acute with haemorrhage); K25.1 (Gastric ulcer, acute with"
"perforation); K25.2 (Gastric ulcer, acute with both haemorrhage and perforation); K25.3 (Gastric ulcer, acute without"
"haemorrhage or perforation); K25.4 (Gastric ulcer, chronic or unspecified with haemorrhage); K25.5 (Gastric ulcer, chronic or"
"unspecified with perforation); K25.6 (Gastric ulcer, chronic or unspecified with both haemorrhage and perforation); K25.7"
"(Gastric ulcer, chronic without haemorrhage or perforation); K25.9 (Gastric ulcer, unspecified as acute or chronic, without"
"haemorrhage or perforation); K26.0 (Duodenal ulcer, acute with haemorrhage); K26.1 (Duodenal ulcer, acute with perforation);"
"K26.2 (Duodenal ulcer, acute with both haemorrhage and perforation); K26.3 (Duodenal ulcer, acute without haemorrhage or"
"perforation); K26.4 (Duodenal ulcer, chronic or unspecified with haemorrhage); K26.5 (Duodenal ulcer, chronic or unspecified"
"with perforation); K26.6 (Duodenal ulcer, chronic or unspecified with both haemorrhage and perforation); K26.7 (Duodenal ulcer,"
"chronic without haemorrhage or perforation); K26.9 (Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or"
"perforation); K27.0 (Peptic ulcer, site unspecified, acute with haemorrhage); K27.1 (Peptic ulcer, site unspecified, acute with"
"perforation); K27.2 (Peptic ulcer, site unspecified, acute with both haemorrhage and perforation); K27.3 (Peptic ulcer, site"
"unspecified, acute without haemorrhage or perforation); K27.4 (Peptic ulcer, site unspecified, chronic or unspecified with"
"haemorrhage); K27.5 (Peptic ulcer, site unspecified, chronic or unspecified with perforation); K27.6 (Peptic ulcer, site"
"unspecified, chronic or unspecified with both haemorrhage and perforation); K27.7 (Peptic ulcer, site unspecified, chronic"
"without haemorrhage or perforation); K27.9 (Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage"
"or perforation); K28.0 (Gastrojejunal ulcer, acute with haemorrhage); K28.1 (Gastrojejunal ulcer, acute with perforation); K28.2"
"(Gastrojejunal ulcer, acute with both haemorrhage and perforation); K28.3 (Gastrojejunal ulcer, acute without haemorrhage or"
"perforation); K28.4 (Gastrojejunal ulcer, chronic or unspecified with haemorrhage); K28.5 (Gastrojejunal ulcer, chronic or"
"unspecified with perforation); K28.6 (Gastrojejunal ulcer, chronic or unspecified with both haemorrhage and perforation); K28.7"
"(Gastrojejunal ulcer, chronic without haemorrhage or perforation); K28.9 (Gastrojejunal ulcer, unspecified as acute or chronic,"
"without haemorrhage or perforation); K35-K38 (Diseases of appendix); K40-K46 (Hernia); K85 (Acute pancreatitis); K85.0"
"(Idiopathic acute pancreatitis); K85.1 (Biliary acute pancreatitis); K85.2 (Alcohol-induced acute pancreatitis); K85.3"
"(Drug-induced acute pancreatitis); K85.8 (Other acute pancreatitis); K85.9 (Acute pancreatitis, unspecified); L00-L08"
"(Infections of the skin and subcutaneous tissue); M00.0 (Staphylococcal arthritis and polyarthritis); M00.1 (Pneumococcal"
"arthritis and polyarthritis); M00.2 (Other streptococcal arthritis and polyarthritis); M00.8 (Arthritis and polyarthritis due to"
"other specified bacterial agents); M00.9 (Pyogenic arthritis, unspecified); M02.0 (Arthropathy following intestinal bypass);"
"M02.1 (Postdysenteric arthropathy); M02.2 (Postimmunization arthropathy); M02.3 (Reiter disease); M02.8 (Other reactive"
"arthropathies); M02.9 (Reactive arthropathy, unspecified); N00-N07 (Glomerular diseases); N10-N15 (Renal tubulo-interstitial"
"diseases); N17-N19 (Renal failure); N26 (Unspecified contracted kidney); N27.0 (Small kidney, unilateral); N27.1 (Small kidney,"
"bilateral); N27.9 (Small kidney, unspecified); N40 (Hyperplasia of prostate); O00-O99 (Pregnancy, childbirth and the"
"puerperium); P00-P96 (Certain conditions originating in the perinatal period); Y60.0 (During surgical operation); Y60.1 (During"
"infusion or transfusion); Y60.2 (During kidney dialysis or other perfusion); Y60.3 (During injection or immunization); Y60.4"
"(During endoscopic examination); Y60.5 (During heart catheterization); Y60.6 (During aspiration, puncture and other"
"catheterization); Y60.7 (During administration of enema); Y60.8 (During other surgical and medical care); Y60.9 (During"
"unspecified surgical and medical care); Y61.0 (During surgical operation); Y61.1 (During infusion or transfusion); Y61.2 (During"
"kidney dialysis or other perfusion); Y61.3 (During injection or immunization); Y61.4 (During endoscopic examination); Y61.5"
"(During heart catheterization); Y61.6 (During aspiration, puncture and other catheterization); Y61.7 (During removal of catheter"
"or packing); Y61.8 (During other surgical and medical care); Y61.9 (During unspecified surgical and medical care); Y62.0 (During"
"surgical operation); Y62.1 (During infusion or transfusion); Y62.2 (During kidney dialysis or other perfusion); Y62.3 (During"
"injection or immunization); Y62.4 (During endoscopic examination); Y62.5 (During heart catheterization); Y62.6 (During"
"aspiration, puncture and other catheterization); Y62.8 (During other surgical and medical care); Y62.9 (During unspecified"
"surgical and medical care); Y63.0 (Excessive amount of blood or other fluid given during transfusion or infusion); Y63.1"
"(Incorrect dilution of fluid used during infusion); Y63.2 (Overdose of radiation given during therapy); Y63.3 (Inadvertent"
"exposure of patient to radiation during medical care); Y63.4 (Failure in dosage in electroshock or insulin-shock therapy); Y63.5"
"(Inappropriate temperature in local application and packing); Y63.6 (Nonadministration of necessary drug, medicament or"
"biological substance); Y63.8 (Failure in dosage during other surgical and medical care); Y63.9 (Failure in dosage during"
"unspecified surgical and medical care); Y64.0 (Contaminated medical or biological substance, transfused or infused); Y64.1"
"(Contaminated medical or biological substance, injected or used for immunization); Y64.8 (Contaminated medical or biological"
"substance administered by other means); Y64.9 (Contaminated medical or biological substance administered by unspecified means);"
"Y65.0 (Mismatched blood used in transfusion); Y65.1 (Wrong fluid used in infusion); Y65.2 (Failure in suture or ligature during"
"surgical operation); Y65.3 (Endotracheal tube wrongly placed during anaesthetic procedure); Y65.4 (Failure to introduce or to"
"remove other tube or instrument); Y65.5 (Performance of inappropriate operation); Y65.8 (Other specified misadventures during"
"surgical and medical care); Y66 (Nonadministration of surgical and medical care); Y69 (Unspecified misadventure during surgical"
"and medical care); Y83.0 (Surgical operation with transplant of whole organ); Y83.1 (Surgical operation with implant of"
"artificial internal device); Y83.2 (Surgical operation with anastomosis, bypass or graft); Y83.3 (Surgical operation with"
"formation of external stoma); Y83.4 (Other reconstructive surgery); Y83.5 (Amputation of limb(s)); Y83.6 (Removal of other organ"
"(partial) (total)); Y83.8 (Other surgical procedures); Y83.9 (Surgical procedure, unspecified); Y84.0 (Cardiac catheterization);"
"Y84.1 (Kidney dialysis); Y84.2 (Radiological procedure and radiotherapy); Y84.3 (Shock therapy); Y84.4 (Aspiration of fluid);"
"Y84.5 (Insertion of gastric or duodenal sound); Y84.6 (Urinary catheterization); Y84.7 (Blood-sampling); Y84.8 (Other medical"
"procedures); Y84.9 (Medical procedure, unspecified)"
"Ten-Year Age Groups: 25-34 years; 35-44 years; 45-54 years; 55-64 years"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 3, 2026 2:36:14 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jun 3, 2026 2:36:14 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"3. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Confidence-Intervals."
"6. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Standard-Errors."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"8. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
