state,state_fips,state_id,year,first_treat_year,gname,treated_post,event_time,population,deaths_allcause,deaths_amenable,deaths_nonamenable,deaths_external,crude_allcause,crude_amenable,crude_nonamenable,crude_external,aa_allcause,aa_amenable,aa_nonamenable,aa_external
California,6,5,2012,2014,2014,0,-2,20179883,59423,38530,20893,10554,294.46652391393945,190.93272245433732,103.53380145960212,52.29960946750782,267.74,169,98.74000000000001,51.48
California,6,5,2013,2014,2014,0,-1,20356297,59715,38404,21311,10936,293.3490310148255,188.65906701990053,104.68996399492501,53.722933989418614,265.98,166.34,99.64000000000001,52.81
California,6,5,2014,2014,2014,1,0,20661868,60349,38571,21778,11122,292.07910920735725,186.67721621297744,105.40189299437978,53.828627692326755,263.87,163.84,100.03,52.78
California,6,5,2015,2014,2014,1,1,20900046,61719,38820,22899,11553,295.3055701408504,185.74121798583602,109.56435215501439,55.277390298566814,266.22,162.2,104.02000000000004,54.22
California,6,5,2016,2014,2014,1,2,20961732,62779,39333,23446,11968,299.49338155835596,187.64193722159982,111.85144433675613,57.09451871629692,269.4,163.19,106.20999999999998,56.07
California,6,5,2017,2014,2014,1,3,21172207,62305,38459,23846,12384,294.27730420357216,181.6485168504162,112.62878735315594,58.49177650681386,264.88,157.79,107.09,57.51
California,6,5,2018,2014,2014,1,4,21152670,62435,38414,24021,12768,295.16368382809355,181.60355170292922,113.56013212516433,60.36117426310721,266.16,157.9,108.26000000000002,59.35
California,6,5,2019,2014,2014,1,5,21101432,62710,37675,25035,13444,297.183622419559,178.54238518030434,118.64123723925466,63.71131589552785,268.77,155.66,113.10999999999999,62.73
Colorado,8,6,2010,2014,2014,0,-4,2766264,8296,4731,3565,1854,299.89906964772706,171.02489133358205,128.874178314145,67.02180269128326,271.75,148.76,122.99000000000001,66.61
Colorado,8,6,2011,2014,2014,0,-3,2810124,8824,4888,3936,2057,314.0074957546357,173.9425021813984,140.06499357323733,73.1996168140623,282.93,149.52,133.41,72.77
Colorado,8,6,2012,2014,2014,0,-2,2836313,8832,4784,4048,2179,311.3901744976665,168.6696778529027,142.7204966447638,76.82508947355247,280.16,144.32,135.84000000000003,76.19
Colorado,8,6,2013,2014,2014,0,-1,2867753,8772,4806,3966,2055,305.88408415927034,167.58765486427876,138.29642929499158,71.65889112486326,274.95,143.09,131.85999999999999,70.99
Colorado,8,6,2014,2014,2014,1,0,2906081,9122,4993,4129,2168,313.89352189426245,171.81214150603512,142.0813803882273,74.60218761968439,282.86,147.39,135.47000000000003,74.46
Colorado,8,6,2015,2014,2014,1,1,2956802,9266,5053,4213,2285,313.37911703252365,170.89409436276085,142.4850226697628,77.27943906964349,281.23,145.35,135.88000000000002,76.49
Colorado,8,6,2016,2014,2014,1,2,3001518,9695,5163,4532,2471,323.00322703378754,172.01296144151058,150.99026559227696,82.32501021149965,291.67,147.16,144.51000000000002,81.47
Colorado,8,6,2017,2014,2014,1,3,3052049,9711,5021,4690,2531,318.1796884650279,164.512430829256,153.6672576357719,82.9278953254027,288,140.66,147.34,82.61
Colorado,8,6,2018,2014,2014,1,4,3095272,9704,4906,4798,2640,313.5104120090254,158.49980227908887,155.0106097299365,85.29137342372496,286.44,137.01,149.43,85.02
Colorado,8,6,2019,2014,2014,1,5,3130588,9941,4936,5005,2714,317.54418019873583,157.67006070425109,159.87411949448475,86.69297908252379,290.99,137.2,153.79000000000002,86
Connecticut,9,7,2010,2014,2014,0,-4,1923864,5765,3701,2064,1005,299.65735623723924,192.37326546990846,107.28409076733074,52.23861977769739,257.65,157.6,100.04999999999998,52.38
Connecticut,9,7,2011,2014,2014,0,-3,1930902,5788,3718,2070,936,299.7562797076185,192.5524961908994,107.20378351671913,48.47475428582082,253.72,155.65,98.07,48.89
Connecticut,9,7,2012,2014,2014,0,-2,1927009,5901,3687,2214,1033,306.2258660961106,191.33278567977626,114.89308041633434,53.60639208223729,259.23,153.87,105.36000000000001,53.8
Connecticut,9,7,2013,2014,2014,0,-1,1920952,5932,3677,2255,1119,308.80521741303266,191.41550647803797,117.38971093499474,58.25236653492643,260,152.26,107.74000000000001,58.24
Connecticut,9,7,2014,2014,2014,1,0,1915272,5875,3519,2356,1152,306.7449427548672,183.73369422202174,123.01124853284547,60.14811473252885,256.77,143.7,113.07,61
Connecticut,9,7,2015,2014,2014,1,1,1907806,6127,3550,2577,1400,321.1542473396142,186.07762005151469,135.0766272880995,73.38272340059734,267.37,143.52,123.85,73.12
Connecticut,9,7,2016,2014,2014,1,2,1893731,6239,3590,2649,1519,329.4554506421451,189.5728590808304,139.88259156131468,80.2120258896327,275.57,146.05,129.51999999999998,80.93
Connecticut,9,7,2017,2014,2014,1,3,1889765,6302,3472,2830,1623,333.48061796043424,183.72654800993774,149.7540699504965,85.88369453344728,280.89,140.81,140.07999999999998,87.78
Connecticut,9,7,2018,2014,2014,1,4,1875482,6401,3565,2836,1660,341.29893008837195,190.0844689525146,151.21446113585733,88.51058021351312,286.92,145.32,141.60000000000002,89.97
Connecticut,9,7,2019,2014,2014,1,5,1865530,6493,3448,3045,1774,348.0512240489298,184.82683205308948,163.22439199584034,95.09361950759302,292.54,140.82,151.72000000000003,96.54
Delaware,10,8,2010,2014,2014,0,-4,471987,1953,1306,647,333,413.78258299487067,276.70253629866926,137.08004669620138,70.552790648895,360.8,230.88,129.92000000000002,72.55
Delaware,10,8,2011,2014,2014,0,-3,477333,1946,1295,651,329,407.6818489398387,271.2990721362236,136.3827768036151,68.92462913731084,351.45,223.12,128.32999999999998,68.88
Delaware,10,8,2012,2014,2014,0,-2,477907,2008,1287,721,376,420.1654296756482,269.299256968406,150.8661727072422,78.67639519822895,363.15,220.12,143.02999999999997,78.48
Delaware,10,8,2013,2014,2014,0,-1,482572,2097,1378,719,379,434.5465547110069,285.5532438682725,148.99331084273433,78.53750321195594,368.48,230.16,138.32000000000002,79.2
Delaware,10,8,2014,2014,2014,1,0,487746,1988,1261,727,384,407.58919601595915,258.5362053199821,149.052990695977,78.72950265096998,347.52,205.08,142.43999999999997,81.32
Delaware,10,8,2015,2014,2014,1,1,493133,2073,1282,791,430,420.3734083908398,259.97043393972825,160.40297445111156,87.19757144624269,358.77,206.27,152.49999999999997,90.11
Delaware,10,8,2016,2014,2014,1,2,495257,2112,1288,824,489,426.44525973383514,260.06699551949794,166.3782642143372,98.73661553496467,362.37,206.41,155.96,99.18
Delaware,10,8,2017,2014,2014,1,3,498353,2261,1335,926,540,453.69446958280577,267.8824046408871,185.8120649419187,108.3569277199094,385.79,208.24,177.55,111.23
Delaware,10,8,2018,2014,2014,1,4,498661,2244,1264,980,592,450.00511369447383,253.47881626997096,196.52629742450281,118.71792660745476,390.27,201.33,188.93999999999997,123.11
Delaware,10,8,2019,2014,2014,1,5,498792,2285,1280,1005,633,458.10678599496384,256.6199939052751,201.4867920896887,126.9066063609681,396.92,200.68,196.24,132.52
District of Columbia,11,9,2010,2014,2014,0,-4,345084,1533,1052,481,240,444.23966338630595,304.8533110778825,139.38635230842345,69.54828389609486,457.45,311.7,145.75,72.54
District of Columbia,11,9,2011,2014,2014,0,-3,358268,1509,1053,456,226,421.19307334174414,293.914053166903,127.27902017484118,63.08126877086426,433.61,301.78,131.83000000000004,65.12
District of Columbia,11,9,2012,2014,2014,0,-2,368462,1442,1004,438,199,391.3565035200374,272.48400106388175,118.87250245615557,54.00828307939489,411.85,285.09,126.76000000000005,57.36
District of Columbia,11,9,2013,2014,2014,0,-1,380571,1460,1020,440,222,383.6340656539778,268.01831984045026,115.61574581352757,58.33339902409801,405.7,282.84,122.86000000000001,60.23
District of Columbia,11,9,2014,2014,2014,1,0,388271,1550,1079,471,251,399.2057094143009,277.89868416647136,121.30702524782949,64.64556971805774,426.94,295.79,131.14999999999998,68.67
District of Columbia,11,9,2015,2014,2014,1,1,395466,1596,1076,520,288,403.574517151917,272.08407296708185,131.4904441848351,72.82547677929328,425.82,287.93,137.89,74.69
District of Columbia,11,9,2016,2014,2014,1,2,401445,1684,1054,630,402,419.484611839729,262.55153258852397,156.93307925120502,100.13825056981653,448.77,281.11,167.65999999999997,105.8
District of Columbia,11,9,2017,2014,2014,1,3,410982,1654,974,680,439,402.45071560311646,236.99334764052927,165.45736796258717,106.81733019937613,441.37,259.93,181.44,115.76
District of Columbia,11,9,2018,2014,2014,1,4,415516,1653,997,656,413,397.8186158896408,239.94262555473196,157.8759903349089,99.39448781755696,435.21,263.89,171.32,106.67
District of Columbia,11,9,2019,2014,2014,1,5,417672,1602,926,676,453,383.5545595586968,221.70507000708687,161.84948955160988,108.45831178532437,424.74,247.61,177.13,116.44
Florida,12,10,2010,0,0,0,NA,9799960,39858,25805,14053,7491,406.71594577937054,263.3174012955155,143.39854448385503,76.43908750647962,350.74,216.65,134.09,76.14
Florida,12,10,2011,0,0,0,NA,9931303,40046,25828,14218,7525,403.2300696091943,260.0665793803693,143.16349022882494,75.77052074637135,344.69,211.74,132.95,75.58
Florida,12,10,2012,0,0,0,NA,10014388,40352,26173,14179,7298,402.9402495689202,261.3539639167166,141.58628565220363,72.87514723815374,342.94,212.39,130.55,72.04
Florida,12,10,2013,0,0,0,NA,10096320,40445,26465,13980,7023,400.59150264650884,262.12520997749675,138.46629266901206,69.55999809831701,339.59,212.05,127.53999999999996,68.97
Florida,12,10,2014,0,0,0,NA,10264799,41632,26867,14765,7371,405.5802748792256,261.73917287615666,143.84110200306893,71.80851763390594,343.17,210.74,132.43,71.13
Florida,12,10,2015,0,0,0,NA,10464952,43083,27301,15782,8216,411.6884625939995,260.88031746347235,150.80814513052712,78.50967687190538,348.82,208.96,139.85999999999999,78.51
Florida,12,10,2016,0,0,0,NA,10631187,45745,27850,17895,9858,430.2906157139367,261.9651032382367,168.32551247570004,92.72718088770331,367.79,209.65,158.14000000000001,93.71
Florida,12,10,2017,0,0,0,NA,10825994,46391,27958,18433,10328,428.5149243570614,258.24880375880497,170.26612059825638,95.40001592463472,364.57,205.14,159.43,95.78
Florida,12,10,2018,0,0,0,NA,10957992,46194,27718,18476,10230,421.5553360506195,252.94780284563083,168.60753320498864,93.35652006316487,357.91,200.57,157.34000000000003,93.8
Florida,12,10,2019,0,0,0,NA,11007703,46330,27482,18848,10653,420.88708243672636,249.66153247412288,171.22554996260345,96.77768377289975,358.12,197.59,160.53,97.48
Georgia,13,11,2010,0,0,0,NA,5193909,21392,13974,7418,3344,411.8670542745358,269.04591512866324,142.82113914587262,64.38310721269856,377.78,242.11,135.66999999999996,63.89
Georgia,13,11,2011,0,0,0,NA,5252706,21476,13976,7500,3433,408.8559306384176,266.0723825015145,142.78354813690316,65.35678943386515,371.25,235.93,135.32,64.87
Georgia,13,11,2012,0,0,0,NA,5273839,21523,13913,7610,3406,408.10877996085964,263.81161806418436,144.29716189667528,64.58293474639632,368.25,232.14,136.11,64.16
Georgia,13,11,2013,0,0,0,NA,5289140,22199,14389,7810,3438,419.7090642335049,272.04800780467144,147.6610564288334,65.00111549325598,376.49,237.61,138.88,64.49
Georgia,13,11,2014,0,0,0,NA,5330954,22412,14564,7848,3595,420.4125565517917,273.1968799580713,147.21567659372036,67.43633503496747,375.4,237.3,138.09999999999997,67
Georgia,13,11,2015,0,0,0,NA,5388757,22917,14686,8231,3799,425.2743257860765,272.5303813105694,152.74394447550708,70.49863261601887,377.83,235.03,142.79999999999998,70.18
Georgia,13,11,2016,0,0,0,NA,5438779,23808,14951,8857,4178,437.7453101146416,274.8962588845768,162.84905123006467,76.81871243527269,387.78,235.42,152.35999999999999,76.25
Georgia,13,11,2017,0,0,0,NA,5503440,23869,14841,9028,4311,433.7105519456922,269.6676987484192,164.04285319727296,78.33282456063844,383.22,229.65,153.57000000000002,78.02
Georgia,13,11,2018,0,0,0,NA,5542968,23798,14972,8826,4169,429.3367740892604,270.1079999018576,159.22877418740285,75.21241327750765,379.43,229.88,149.55,75.32
Georgia,13,11,2019,0,0,0,NA,5581400,23886,14795,9091,4304,427.9571433690472,265.076862435948,162.88028093309921,77.11326907227577,377.65,225.11,152.53999999999996,76.98
Hawaii,15,12,2010,2014,2014,0,-4,731033,2304,1459,845,436,315.1704505815743,199.58059348893963,115.58985709263466,59.64163040519375,275.57,166.92,108.65,60.22
Hawaii,15,12,2011,2014,2014,0,-3,735540,2392,1548,844,446,325.2032520325203,210.45762297087853,114.7456290616418,60.63572341409032,283.16,175.89,107.27000000000004,59.84
Hawaii,15,12,2012,2014,2014,0,-2,741631,2415,1552,863,435,325.63363721311543,209.2684906644949,116.36514654862054,58.654506081865506,284.25,175.59,108.66,58.57
Hawaii,15,12,2013,2014,2014,0,-1,740204,2356,1511,845,403,318.2906333929566,204.13291470999886,114.15771868295768,54.4444504487952,280.11,173.43,106.68,53.92
Hawaii,15,12,2014,2014,2014,1,0,744836,2507,1633,874,429,336.5841608085538,219.24289373768187,117.341267070872,57.596571594283844,296.5,186.12,110.38,57.82
Hawaii,15,12,2015,2014,2014,1,1,747678,2438,1569,869,445,326.0761985774625,209.8496946546508,116.22650392281169,59.51759982238343,286.75,178.53,108.22,57.56
Hawaii,15,12,2016,2014,2014,1,2,747808,2410,1551,859,460,322.2752364243228,207.40617912619282,114.86905729812999,61.51311566605332,280.27,173.71,106.55999999999997,60.01
Hawaii,15,12,2017,2014,2014,1,3,744051,2485,1554,931,514,333.9824823836001,208.85665095537806,125.12583142822199,69.08128609463598,296.73,178.5,118.23000000000002,68.82
