state,state_fips,state_id,year,first_treat_year,gname,treated_post,event_time,population,deaths_allcause,deaths_amenable,deaths_nonamenable,deaths_external,crude_allcause,crude_amenable,crude_nonamenable,crude_external,aa_allcause,aa_amenable,aa_nonamenable,aa_external
Alaska,2,2,2010,2015,2015,0,-5,393034,1425,776,649,369,362.5640529826936,197.43838955408438,165.12566342860922,93.88500740393961,331.08,171.42,159.66,94.21
Alaska,2,2,2011,2015,2015,0,-4,399328,1530,847,683,382,383.14368138472634,212.10633864893023,171.03734273579613,95.66070999278789,346.19,180.3,165.89,96.45
Alaska,2,2,2012,2015,2015,0,-3,402185,1538,801,737,413,382.4110794783495,199.16207715354872,183.24900232480076,102.6890610042642,345.5,171.52,173.98,102.61
Alaska,2,2,2013,2015,2015,0,-2,398584,1576,883,693,383,395.3997149910684,221.5342311783714,173.86548381269694,96.09015916343857,356.7,187.01,169.69,97.87
Alaska,2,2,2014,2015,2015,0,-1,399009,1585,860,725,427,397.23414760068067,215.53398544894978,181.70016215173092,107.0151299845367,361.57,186.2,175.37,106.47
Alaska,2,2,2015,2015,2015,1,0,398706,1615,873,742,418,405.0603702979137,218.95833019819113,186.1020400997226,104.83915466534238,369.83,190.13,179.7,105.42
Alaska,2,2,2016,2015,2015,1,1,402087,1671,857,814,469,415.5817024673765,213.13795273162276,202.4437497357537,116.6414233735485,379.32,183.42,195.9,117.52
Alaska,2,2,2017,2015,2015,1,2,400078,1617,791,826,482,404.1711866186094,197.71144626797775,206.45974035063162,120.47650708111918,370.81,169.76,201.05,122.57
Alaska,2,2,2018,2015,2015,1,3,396234,1566,765,801,474,395.22100576931814,193.06773270340253,202.15327306591558,119.62628143975529,364.06,169.52,194.54,119.28
Alaska,2,2,2019,2015,2015,1,4,391822,1573,746,827,494,401.45780481953545,190.39257622083497,211.06522859870043,126.07765771192021,369.42,164.53,204.89000000000001,126.23
Arizona,4,3,2010,2014,2014,0,-4,3247961,11884,7006,4878,2745,365.8910929041328,215.7045604919517,150.18653241218107,84.51456159726055,329.82,185.77,144.04999999999998,84.01
Arizona,4,3,2011,2014,2014,0,-3,3291051,12107,7100,5007,2783,367.87640179383425,215.73655345966986,152.13984833416438,84.56265187017765,329.63,184.12,145.51,84.31
Arizona,4,3,2012,2014,2014,0,-2,3307877,12470,7340,5130,2852,376.9789505474357,221.89458676970153,155.08436377773418,86.21844161678321,336.33,188.7,147.63,85.61
Arizona,4,3,2013,2014,2014,0,-1,3324670,12772,7374,5398,2977,384.1584277537319,221.7964489708753,162.36197878285665,89.54272153326495,342.96,188.25,154.70999999999998,88.97
Arizona,4,3,2014,2014,2014,1,0,3367755,12797,7336,5461,2904,379.98607380881333,217.83057259212737,162.15550121668588,86.2295505462838,338.09,184.39,153.7,85.5
Arizona,4,3,2015,2014,2014,1,1,3412727,13348,7663,5685,3059,391.1241655133856,224.5418400006798,166.58232551270584,89.63506310349464,346.78,187.88,158.89999999999998,89.29
Arizona,4,3,2016,2014,2014,1,2,3456387,13885,7752,6133,3326,401.7200620185182,224.28044081869305,177.43962119982513,96.22765043382005,355.35,187.15,168.20000000000002,94.97
Arizona,4,3,2017,2014,2014,1,3,3508591,13808,7569,6239,3503,393.54829331774494,215.72762399493132,177.82066932281364,99.84064828302871,350.39,180.92,169.47,99.11
Arizona,4,3,2018,2014,2014,1,4,3583343,14108,7662,6446,3530,393.7105658040551,213.82267898998228,179.88788681407277,98.51136215539512,349.77,179.14,170.63,97.95
Arizona,4,3,2019,2014,2014,1,5,3636004,14290,7662,6628,3732,393.01386907165113,210.7258407856537,182.28802828599748,102.64015111094487,351.5,177.13,174.37,102.13
Arkansas,5,4,2010,2014,2014,0,-4,1500357,7652,5152,2500,1281,510.0119504891169,343.3849410506966,166.62700943842032,85.37967963624658,449.55,290.28,159.27000000000004,87.01
Arkansas,5,4,2011,2014,2014,0,-3,1512776,7948,5332,2616,1384,525.3917301702301,352.464608111181,172.92712205904905,91.48743766426755,457.53,293.59,163.94,92.73
Arkansas,5,4,2012,2014,2014,0,-2,1508968,8007,5348,2659,1352,530.6275547261439,354.41440772766555,176.21314699847844,89.59765879727071,461.41,295.51,165.90000000000003,89.96
Arkansas,5,4,2013,2014,2014,0,-1,1506764,8032,5415,2617,1265,533.0629083253914,359.3794383194714,173.68347000591996,83.95475336549055,462.07,298.59,163.48000000000002,84.51
Arkansas,5,4,2014,2014,2014,1,0,1506595,8219,5616,2603,1331,545.5347986685208,372.76109372459086,172.77370494392986,88.34491021143705,475.16,311.52,163.64000000000004,89.74
Arkansas,5,4,2015,2014,2014,1,1,1511614,8358,5543,2815,1412,552.9189330080299,366.69414281688313,186.22479019114667,93.41009014206008,479.48,303.3,176.18,94.06
Arkansas,5,4,2016,2014,2014,1,2,1514723,8504,5565,2939,1508,561.4227815910896,367.3939063445924,194.02887524649722,99.55615647217346,485.1,301.71,183.39000000000004,100.85
Arkansas,5,4,2017,2014,2014,1,3,1518247,8560,5728,2832,1514,563.8081287168689,377.27721510399823,186.53091361287062,99.7202694950163,486.83,310.13,176.7,101
Arkansas,5,4,2018,2014,2014,1,4,1518240,8317,5524,2793,1450,547.8053535672884,363.84234376646646,183.96300980082202,95.50532195173358,471.88,297.77,174.11,96.54
Arkansas,5,4,2019,2014,2014,1,5,1514707,8303,5525,2778,1426,548.1588188342696,364.75701241230155,183.40180642196808,94.14361985519311,469.43,296.84,172.59000000000003,94.53
California,6,5,2010,2014,2014,0,-4,19789451,57367,37568,19799,10215,289.88676846063083,189.83851547978767,100.04825298084317,51.61841023280535,267.28,171.26,96.01999999999998,50.77
California,6,5,2011,2014,2014,0,-3,20046532,59011,38420,20591,10528,294.370118482339,191.65409757657832,102.71602090576066,52.51781205846478,268.94,170.55,98.38999999999999,51.85
