"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error
,"Mississippi","28","2010","2010",8541,1526501,559.51,547.65,571.38,6.05,497.62,486.86,508.39,5.49
,"Mississippi","28","2011","2011",8752,1530627,571.79,559.81,583.77,6.11,505.15,494.31,515.99,5.53
,"Mississippi","28","2012","2012",8661,1524397,568.16,556.19,580.12,6.11,499.74,488.94,510.54,5.51
,"Mississippi","28","2013","2013",9037,1523680,593.10,580.88,605.33,6.24,517.69,506.73,528.66,5.60
,"Mississippi","28","2014","2014",9230,1523327,605.91,593.55,618.27,6.31,525.24,514.20,536.27,5.63
,"Mississippi","28","2015","2015",9218,1522290,605.54,593.17,617.90,6.31,525.27,514.20,536.34,5.65
,"Mississippi","28","2016","2016",9349,1520580,614.83,602.37,627.29,6.36,532.74,521.57,543.91,5.70
,"Mississippi","28","2017","2017",9352,1516634,616.63,604.13,629.13,6.38,529.20,518.08,540.32,5.67
,"Mississippi","28","2018","2018",9274,1513990,612.55,600.09,625.02,6.36,526.68,515.55,537.80,5.68
,"Mississippi","28","2019","2019",9332,1507452,619.06,606.50,631.62,6.41,533.47,522.22,544.72,5.74
"Total","Mississippi","28",,,90746,15209478,596.64,592.76,600.52,1.98,519.64,516.16,523.13,1.78
,"Missouri","29","2010","2010",13520,3135933,431.13,423.86,438.40,3.71,377.95,371.43,384.46,3.32
,"Missouri","29","2011","2011",13861,3151871,439.77,432.45,447.09,3.74,380.69,374.18,387.21,3.32
,"Missouri","29","2012","2012",13872,3141806,441.53,434.18,448.88,3.75,381.55,375.01,388.09,3.34
,"Missouri","29","2013","2013",14153,3143205,450.27,442.85,457.69,3.78,386.42,379.84,393.00,3.36
,"Missouri","29","2014","2014",14566,3144893,463.16,455.64,470.69,3.84,395.00,388.36,401.64,3.39
,"Missouri","29","2015","2015",14820,3149875,470.49,462.92,478.07,3.86,399.89,393.20,406.57,3.41
,"Missouri","29","2016","2016",14879,3149425,472.44,464.84,480.03,3.87,404.91,398.13,411.68,3.46
,"Missouri","29","2017","2017",15062,3152576,477.77,470.14,485.40,3.89,407.53,400.74,414.32,3.47
,"Missouri","29","2018","2018",15687,3149273,498.11,490.32,505.91,3.98,426.53,419.56,433.50,3.56
,"Missouri","29","2019","2019",15339,3143302,487.99,480.27,495.71,3.94,417.89,410.97,424.81,3.53
"Total","Missouri","29",,,145759,31462159,463.28,460.91,465.66,1.21,398.23,396.12,400.35,1.08
,"Montana","30","2010","2010",2008,524499,382.84,366.10,399.59,8.54,323.89,309.03,338.75,7.58
,"Montana","30","2011","2011",2148,526990,407.60,390.36,424.84,8.79,342.34,327.08,357.60,7.79
,"Montana","30","2012","2012",2164,526358,411.13,393.80,428.45,8.84,343.37,328.07,358.67,7.81
,"Montana","30","2013","2013",2181,526133,414.53,397.14,431.93,8.88,348.17,332.69,363.65,7.90
,"Montana","30","2014","2014",2155,526415,409.37,392.09,426.66,8.82,337.68,322.55,352.82,7.72
,"Montana","30","2015","2015",2388,527708,452.52,434.37,470.67,9.26,380.69,364.49,396.89,8.26
,"Montana","30","2016","2016",2284,530567,430.48,412.83,448.14,9.01,361.47,345.71,377.24,8.04
,"Montana","30","2017","2017",2260,532735,424.23,406.74,441.72,8.92,355.58,340.02,371.14,7.94
,"Montana","30","2018","2018",2176,535524,406.33,389.26,423.40,8.71,339.03,323.93,354.13,7.70
,"Montana","30","2019","2019",2216,535989,413.44,396.23,430.66,8.78,354.14,338.54,369.74,7.96
"Total","Montana","30",,,21980,5292918,415.27,409.78,420.76,2.80,348.91,344.03,353.79,2.49
,"Nebraska","31","2010","2010",3006,937916,320.50,309.04,331.96,5.85,279.25,269.06,289.45,5.20
,"Nebraska","31","2011","2011",3122,947165,329.62,318.05,341.18,5.90,287.69,277.32,298.06,5.29
,"Nebraska","31","2012","2012",3122,949085,328.95,317.41,340.49,5.89,284.58,274.31,294.84,5.24
,"Nebraska","31","2013","2013",3091,951474,324.86,313.41,336.32,5.84,281.59,271.35,291.82,5.22
,"Nebraska","31","2014","2014",3324,952287,349.05,337.19,360.92,6.05,303.14,292.50,313.78,5.43
,"Nebraska","31","2015","2015",3393,954368,355.52,343.56,367.49,6.10,303.03,292.49,313.58,5.38
,"Nebraska","31","2016","2016",3274,954329,343.07,331.32,354.82,6.00,292.27,281.89,302.65,5.30
,"Nebraska","31","2017","2017",3366,957952,351.37,339.50,363.25,6.06,300.92,290.36,311.47,5.39
,"Nebraska","31","2018","2018",3427,958053,357.70,345.73,369.68,6.11,309.32,298.56,320.07,5.49
,"Nebraska","31","2019","2019",3438,956578,359.41,347.39,371.42,6.13,311.77,300.95,322.59,5.52
"Total","Nebraska","31",,,32563,9519207,342.08,338.36,345.79,1.90,295.44,292.13,298.76,1.69
,"Nevada","32","2010","2010",5820,1462355,397.99,387.76,408.21,5.22,361.87,352.45,371.30,4.81
,"Nevada","32","2011","2011",5942,1469423,404.38,394.09,414.66,5.25,365.31,355.87,374.75,4.82
,"Nevada","32","2012","2012",5952,1479687,402.25,392.03,412.47,5.21,360.14,350.83,369.45,4.75
,"Nevada","32","2013","2013",6106,1492548,409.10,398.84,419.36,5.24,365.03,355.70,374.35,4.76
,"Nevada","32","2014","2014",6153,1519062,405.05,394.93,415.17,5.16,361.84,352.62,371.07,4.71
,"Nevada","32","2015","2015",6342,1547043,409.94,399.85,420.03,5.15,365.81,356.61,375.01,4.69
,"Nevada","32","2016","2016",6553,1571264,417.05,406.95,427.15,5.15,371.89,362.68,381.10,4.70
,"Nevada","32","2017","2017",6621,1604490,412.65,402.71,422.59,5.07,367.15,358.10,376.20,4.62
,"Nevada","32","2018","2018",6626,1620425,408.91,399.06,418.75,5.02,364.50,355.50,373.49,4.59
,"Nevada","32","2019","2019",6579,1641325,400.83,391.15,410.52,4.94,356.03,347.21,364.85,4.50
"Total","Nevada","32",,,62694,15407622,406.90,403.72,410.09,1.63,364.01,361.10,366.92,1.48
,"New Hampshire","33","2010","2010",2217,727854,304.59,291.91,317.27,6.47,255.12,244.14,266.09,5.60
,"New Hampshire","33","2011","2011",2364,729048,324.26,311.19,337.33,6.67,263.16,252.15,274.17,5.62
,"New Hampshire","33","2012","2012",2338,726322,321.90,308.85,334.94,6.66,260.69,249.67,271.70,5.62
,"New Hampshire","33","2013","2013",2365,722083,327.52,314.32,340.72,6.73,263.12,252.03,274.21,5.66
,"New Hampshire","33","2014","2014",2574,720203,357.40,343.59,371.21,7.04,291.82,279.93,303.71,6.06
,"New Hampshire","33","2015","2015",2662,718643,370.42,356.35,384.49,7.18,309.05,296.58,321.53,6.36
,"New Hampshire","33","2016","2016",2826,719887,392.56,378.09,407.04,7.38,328.97,316.02,341.92,6.61
,"New Hampshire","33","2017","2017",2757,720806,382.49,368.21,396.77,7.28,314.69,302.17,327.21,6.39
,"New Hampshire","33","2018","2018",2888,726506,397.52,383.02,412.02,7.40,328.36,315.57,341.14,6.52
,"New Hampshire","33","2019","2019",2785,726903,383.13,368.90,397.36,7.26,316.27,303.70,328.85,6.41
"Total","New Hampshire","33",,,25776,7238255,356.11,351.76,360.46,2.22,292.88,289.11,296.65,1.92
,"New Jersey","34","2010","2010",15021,4773459,314.68,309.65,319.71,2.57,276.09,271.62,280.57,2.29
,"New Jersey","34","2011","2011",15427,4796209,321.65,316.57,326.73,2.59,279.38,274.89,283.87,2.29
,"New Jersey","34","2012","2012",15144,4802440,315.34,310.32,320.36,2.56,273.09,268.65,277.52,2.26
,"New Jersey","34","2013","2013",15219,4801833,316.94,311.91,321.98,2.57,273.98,269.53,278.44,2.27
,"New Jersey","34","2014","2014",15201,4815425,315.67,310.65,320.69,2.56,270.22,265.82,274.63,2.25
,"New Jersey","34","2015","2015",15370,4822821,318.69,313.65,323.73,2.57,271.59,267.18,276.01,2.25
,"New Jersey","34","2016","2016",16161,4800362,336.66,331.47,341.85,2.65,288.52,283.93,293.11,2.34
,"New Jersey","34","2017","2017",16636,4820805,345.09,339.84,350.33,2.68,296.98,292.31,301.64,2.38
,"New Jersey","34","2018","2018",16615,4750344,349.76,344.45,355.08,2.71,300.32,295.58,305.05,2.42
,"New Jersey","34","2019","2019",16254,4714443,344.77,339.47,350.07,2.70,294.94,290.23,299.65,2.40
"Total","New Jersey","34",,,157048,47898141,327.88,326.26,329.50,0.83,282.40,280.97,283.84,0.73
,"New Mexico","35","2010","2010",4471,1064713,419.93,407.62,432.23,6.28,374.40,363.10,385.70,5.77
,"New Mexico","35","2011","2011",4721,1073422,439.81,427.26,452.35,6.40,390.56,379.04,402.09,5.88
,"New Mexico","35","2012","2012",4776,1069038,446.76,434.09,459.43,6.46,396.76,385.11,408.41,5.95
,"New Mexico","35","2013","2013",4735,1060551,446.47,433.75,459.18,6.49,395.62,383.93,407.30,5.96
,"New Mexico","35","2014","2014",5040,1056333,477.12,463.95,490.29,6.72,424.54,412.37,436.72,6.21
,"New Mexico","35","2015","2015",5002,1052946,475.05,461.88,488.21,6.72,427.45,415.12,439.77,6.29
,"New Mexico","35","2016","2016",5224,1047564,498.68,485.16,512.20,6.90,443.16,430.62,455.69,6.39
,"New Mexico","35","2017","2017",5150,1048233,491.30,477.88,504.72,6.85,439.92,427.39,452.46,6.39
,"New Mexico","35","2018","2018",5200,1049631,495.41,481.95,508.88,6.87,445.37,432.75,457.99,6.44
,"New Mexico","35","2019","2019",5472,1047510,522.38,508.54,536.22,7.06,473.62,460.54,486.70,6.67
"Total","New Mexico","35",,,49791,10569941,471.06,466.92,475.20,2.11,420.95,417.11,424.79,1.96
,"New York","36","2010","2010",32480,10451713,310.76,307.38,314.14,1.72,274.96,271.92,278.00,1.55
,"New York","36","2011","2011",32790,10528878,311.43,308.06,314.80,1.72,273.44,270.42,276.46,1.54
,"New York","36","2012","2012",32647,10551889,309.39,306.04,312.75,1.71,270.53,267.53,273.53,1.53
,"New York","36","2013","2013",32758,10596124,309.15,305.80,312.50,1.71,270.16,267.16,273.15,1.53
,"New York","36","2014","2014",32767,10643845,307.85,304.52,311.18,1.70,267.97,265.00,270.95,1.52
,"New York","36","2015","2015",32809,10678246,307.25,303.93,310.58,1.70,267.52,264.54,270.49,1.52
,"New York","36","2016","2016",34200,10627170,321.82,318.41,325.23,1.74,280.47,277.40,283.53,1.56
,"New York","36","2017","2017",33692,10660167,316.06,312.68,319.43,1.72,275.30,272.26,278.34,1.55
,"New York","36","2018","2018",33231,10460407,317.68,314.27,321.10,1.74,275.31,272.24,278.38,1.56
,"New York","36","2019","2019",32959,10366572,317.94,314.50,321.37,1.75,275.81,272.72,278.90,1.58
"Total","New York","36",,,330333,105565011,312.92,311.85,313.99,0.54,273.15,272.20,274.11,0.49
,"North Carolina","37","2010","2010",20546,5081151,404.36,398.83,409.89,2.82,358.48,353.50,363.46,2.54
,"North Carolina","37","2011","2011",20971,5136260,408.29,402.77,413.82,2.82,357.22,352.30,362.15,2.51
,"North Carolina","37","2012","2012",21202,5145514,412.05,406.50,417.59,2.83,359.98,355.03,364.92,2.52
,"North Carolina","37","2013","2013",21448,5169971,414.86,409.31,420.41,2.83,360.72,355.79,365.66,2.52
,"North Carolina","37","2014","2014",21919,5205165,421.10,415.53,426.68,2.84,364.79,359.84,369.74,2.52
,"North Carolina","37","2015","2015",22416,5247313,427.19,421.60,432.78,2.85,368.58,363.63,373.54,2.53
,"North Carolina","37","2016","2016",23323,5312369,439.03,433.40,444.67,2.87,378.62,373.61,383.62,2.55
,"North Carolina","37","2017","2017",23809,5368112,443.53,437.89,449.16,2.87,383.66,378.63,388.69,2.56
,"North Carolina","37","2018","2018",23662,5409876,437.39,431.81,442.96,2.84,377.10,372.14,382.07,2.53
,"North Carolina","37","2019","2019",23760,5445688,436.31,430.76,441.86,2.83,376.53,371.57,381.48,2.53
"Total","North Carolina","37",,,223056,52521419,424.70,422.93,426.46,0.90,368.88,367.31,370.45,0.80
,"North Dakota","38","2010","2010",1101,344223,319.85,300.96,338.74,9.64,280.39,263.26,297.52,8.74
,"North Dakota","38","2011","2011",1172,350238,334.63,315.47,353.79,9.77,290.82,273.54,308.09,8.82
,"North Dakota","38","2012","2012",1250,356961,350.18,330.77,369.59,9.90,312.96,294.92,331.00,9.21
,"North Dakota","38","2013","2013",1320,365188,361.46,341.96,380.96,9.95,322.11,304.04,340.19,9.22
,"North Dakota","38","2014","2014",1273,372005,342.20,323.40,361.00,9.59,302.54,285.25,319.83,8.82
,"North Dakota","38","2015","2015",1393,380243,366.34,347.11,385.58,9.82,328.73,310.75,346.72,9.18
,"North Dakota","38","2016","2016",1348,380530,354.24,335.33,373.15,9.65,318.14,300.41,335.87,9.05
,"North Dakota","38","2017","2017",1344,379974,353.71,334.80,372.62,9.65,316.12,298.48,333.76,9.00
,"North Dakota","38","2018","2018",1370,380030,360.50,341.41,379.59,9.74,324.54,306.57,342.50,9.17
,"North Dakota","38","2019","2019",1413,379224,372.60,353.17,392.03,9.91,335.17,316.92,353.42,9.31
"Total","North Dakota","38",,,12984,3688616,352.00,345.95,358.06,3.09,313.69,308.08,319.30,2.86
,"Ohio","39","2010","2010",25805,6084247,424.13,418.95,429.30,2.64,362.20,357.67,366.73,2.31
,"Ohio","39","2011","2011",26704,6100315,437.75,432.50,443.00,2.68,370.24,365.66,374.82,2.34
,"Ohio","39","2012","2012",26767,6066755,441.21,435.92,446.49,2.70,371.87,367.26,376.48,2.35
,"Ohio","39","2013","2013",27120,6059879,447.53,442.21,452.86,2.72,377.23,372.57,381.89,2.38
,"Ohio","39","2014","2014",27622,6056980,456.04,450.66,461.41,2.74,383.63,378.93,388.34,2.40
,"Ohio","39","2015","2015",28512,6056662,470.75,465.29,476.22,2.79,398.02,393.20,402.84,2.46
,"Ohio","39","2016","2016",29922,6040087,495.39,489.78,501.00,2.86,421.50,416.51,426.49,2.55
,"Ohio","39","2017","2017",31020,6036670,513.86,508.14,519.58,2.92,440.36,435.23,445.49,2.62
,"Ohio","39","2018","2018",29610,6032897,490.81,485.22,496.40,2.85,417.62,412.63,422.60,2.54
,"Ohio","39","2019","2019",29628,6004450,493.43,487.82,499.05,2.87,420.08,415.06,425.09,2.56
"Total","Ohio","39",,,282710,60538942,466.99,465.27,468.71,0.88,396.34,394.83,397.86,0.77
,"Oklahoma","40","2010","2010",9991,1933785,516.66,506.52,526.79,5.17,458.42,449.24,467.60,4.69
,"Oklahoma","40","2011","2011",10216,1949609,524.00,513.84,534.16,5.18,461.43,452.26,470.61,4.68
,"Oklahoma","40","2012","2012",10214,1951706,523.34,513.19,533.49,5.18,462.47,453.26,471.68,4.70
,"Oklahoma","40","2013","2013",10625,1961484,541.68,531.38,551.98,5.26,477.83,468.49,487.18,4.77
,"Oklahoma","40","2014","2014",10720,1970518,544.02,533.72,554.32,5.25,477.70,468.39,487.02,4.75
,"Oklahoma","40","2015","2015",10914,1984030,550.09,539.77,560.41,5.27,482.74,473.40,492.08,4.77
,"Oklahoma","40","2016","2016",10867,1988714,546.43,536.16,556.71,5.24,481.15,471.80,490.50,4.77
,"Oklahoma","40","2017","2017",10951,1988880,550.61,540.30,560.92,5.26,480.72,471.41,490.04,4.75
,"Oklahoma","40","2018","2018",10802,1987360,543.54,533.28,553.79,5.23,473.59,464.34,482.84,4.72
,"Oklahoma","40","2019","2019",10706,1988696,538.34,528.15,548.54,5.20,470.67,461.43,479.91,4.71
"Total","Oklahoma","40",,,106006,19704782,537.97,534.73,541.21,1.65,472.98,470.05,475.91,1.50
,"Oregon","41","2010","2010",7301,2072310,352.31,344.23,360.39,4.12,301.81,294.68,308.94,3.64
,"Oregon","41","2011","2011",7510,2090488,359.25,351.12,367.37,4.15,305.98,298.81,313.14,3.65
,"Oregon","41","2012","2012",7499,2092106,358.44,350.33,366.56,4.14,304.55,297.42,311.69,3.64
,"Oregon","41","2013","2013",7574,2097637,361.07,352.94,369.20,4.15,304.69,297.58,311.81,3.63
,"Oregon","41","2014","2014",7808,2113451,369.44,361.25,377.64,4.18,312.96,305.76,320.17,3.67
,"Oregon","41","2015","2015",7846,2141461,366.39,358.28,374.49,4.14,312.18,305.01,319.34,3.66
,"Oregon","41","2016","2016",7830,2170282,360.78,352.79,368.77,4.08,308.21,301.14,315.29,3.61
,"Oregon","41","2017","2017",7825,2197258,356.13,348.23,364.02,4.03,305.48,298.48,312.49,3.57
,"Oregon","41","2018","2018",7696,2213411,347.70,339.93,355.47,3.96,300.61,293.68,307.55,3.54
,"Oregon","41","2019","2019",7847,2222073,353.14,345.33,360.95,3.99,307.22,300.21,314.23,3.58
"Total","Oregon","41",,,76736,21410477,358.40,355.87,360.94,1.29,306.53,304.28,308.77,1.14
,"Pennsylvania","42","2010","2010",26025,6689536,389.04,384.31,393.77,2.41,329.75,325.63,333.87,2.10
,"Pennsylvania","42","2011","2011",27299,6733772,405.40,400.60,410.21,2.45,340.82,336.64,345.01,2.13
,"Pennsylvania","42","2012","2012",26534,6717521,395.00,390.24,399.75,2.42,332.17,328.02,336.31,2.11
,"Pennsylvania","42","2013","2013",26884,6722262,399.92,395.14,404.71,2.44,335.03,330.86,339.19,2.13
,"Pennsylvania","42","2014","2014",27165,6725386,403.92,399.11,408.72,2.45,336.78,332.61,340.96,2.13
,"Pennsylvania","42","2015","2015",28083,6727908,417.41,412.53,422.29,2.49,349.53,345.25,353.80,2.18
,"Pennsylvania","42","2016","2016",29170,6698103,435.50,430.50,440.49,2.55,369.22,364.77,373.66,2.27
,"Pennsylvania","42","2017","2017",29623,6684956,443.13,438.08,448.18,2.57,377.12,372.61,381.64,2.30
,"Pennsylvania","42","2018","2018",28671,6662237,430.35,425.37,435.33,2.54,363.13,358.71,367.55,2.25
,"Pennsylvania","42","2019","2019",28430,6631855,428.69,423.71,433.67,2.54,362.41,357.98,366.84,2.26
"Total","Pennsylvania","42",,,277884,66993536,414.79,413.25,416.33,0.79,349.73,348.37,351.08,0.69
,"Rhode Island","44","2010","2010",1915,556761,343.95,328.55,359.36,7.86,294.10,280.62,307.58,6.88
,"Rhode Island","44","2011","2011",1962,556524,352.55,336.95,368.15,7.96,296.09,282.61,309.58,6.88
,"Rhode Island","44","2012","2012",1880,554728,338.90,323.58,354.22,7.82,285.25,271.94,298.55,6.79
,"Rhode Island","44","2013","2013",2012,556756,361.38,345.59,377.17,8.06,303.68,289.96,317.41,7.00
,"Rhode Island","44","2014","2014",1984,559044,354.89,339.28,370.51,7.97,299.28,285.62,312.95,6.97
,"Rhode Island","44","2015","2015",2050,560300,365.88,350.04,381.71,8.08,305.36,291.60,319.13,7.02
,"Rhode Island","44","2016","2016",2079,559705,371.45,355.48,387.41,8.15,313.06,298.97,327.14,7.19
,"Rhode Island","44","2017","2017",2049,560616,365.49,349.67,381.32,8.07,309.08,295.04,323.12,7.16
,"Rhode Island","44","2018","2018",1935,558945,346.19,330.76,361.61,7.87,289.89,276.31,303.47,6.93
,"Rhode Island","44","2019","2019",2013,558269,360.58,344.83,376.33,8.04,310.14,295.90,324.38,7.27
"Total","Rhode Island","44",,,19879,5581648,356.15,351.20,361.10,2.53,300.68,296.34,305.02,2.21
,"South Carolina","45","2010","2010",12027,2436571,493.60,484.78,502.43,4.50,428.40,420.56,436.25,4.00
,"South Carolina","45","2011","2011",11901,2459362,483.91,475.21,492.60,4.44,417.88,410.15,425.61,3.94
,"South Carolina","45","2012","2012",11990,2463763,486.65,477.94,495.36,4.44,417.19,409.50,424.89,3.93
,"South Carolina","45","2013","2013",12189,2479217,491.65,482.92,500.38,4.45,420.86,413.15,428.58,3.94
,"South Carolina","45","2014","2014",12544,2503893,500.98,492.21,509.75,4.47,427.52,419.78,435.26,3.95
,"South Carolina","45","2015","2015",12922,2532639,510.22,501.42,519.02,4.49,437.72,429.90,445.54,3.99
,"South Carolina","45","2016","2016",13221,2564730,515.49,506.71,524.28,4.48,441.90,434.08,449.73,3.99
,"South Carolina","45","2017","2017",13514,2587330,522.31,513.51,531.12,4.49,445.97,438.15,453.80,3.99
,"South Carolina","45","2018","2018",13469,2610044,516.04,507.33,524.76,4.45,441.33,433.56,449.09,3.96
,"South Carolina","45","2019","2019",13433,2633109,510.16,501.53,518.78,4.40,438.12,430.39,445.85,3.94
"Total","South Carolina","45",,,127210,25270658,503.39,500.62,506.16,1.41,432.13,429.67,434.59,1.25
,"South Dakota","46","2010","2010",1433,413263,346.75,328.80,364.71,9.16,301.10,285.03,317.16,8.20
,"South Dakota","46","2011","2011",1465,419259,349.43,331.53,367.32,9.13,302.40,286.36,318.44,8.18
,"South Dakota","46","2012","2012",1520,423390,359.01,340.96,377.06,9.21,310.87,294.65,327.09,8.28
,"South Dakota","46","2013","2013",1503,425758,353.02,335.17,370.86,9.11,305.98,289.83,322.12,8.24
,"South Dakota","46","2014","2014",1652,426867,387.01,368.34,405.67,9.52,337.54,320.51,354.56,8.69
,"South Dakota","46","2015","2015",1638,428051,382.66,364.13,401.20,9.45,330.83,314.05,347.62,8.56
,"South Dakota","46","2016","2016",1665,428757,388.33,369.68,406.98,9.52,333.46,316.64,350.29,8.59
,"South Dakota","46","2017","2017",1728,430383,401.50,382.57,420.43,9.66,347.87,330.66,365.09,8.78
,"South Dakota","46","2018","2018",1692,434346,389.55,370.99,408.11,9.47,333.66,316.96,350.36,8.52
,"South Dakota","46","2019","2019",1774,433291,409.42,390.37,428.48,9.72,354.28,336.94,371.63,8.85
"Total","South Dakota","46",,,16070,4263365,376.93,371.10,382.76,2.97,325.80,320.55,331.06,2.68
,"Tennessee","47","2010","2010",16849,3390278,496.98,489.48,504.48,3.83,437.83,431.08,444.58,3.44
,"Tennessee","47","2011","2011",17429,3417653,509.97,502.40,517.54,3.86,444.29,437.53,451.05,3.45
,"Tennessee","47","2012","2012",17525,3419492,512.50,504.92,520.09,3.87,445.00,438.24,451.76,3.45
,"Tennessee","47","2013","2013",17662,3422095,516.12,508.50,523.73,3.88,446.38,439.62,453.14,3.45
,"Tennessee","47","2014","2014",18238,3437470,530.56,522.86,538.26,3.93,458.98,452.12,465.83,3.50
,"Tennessee","47","2015","2015",18531,3459568,535.64,527.93,543.36,3.93,461.56,454.71,468.41,3.50
,"Tennessee","47","2016","2016",18845,3484480,540.83,533.10,548.55,3.94,467.27,460.38,474.16,3.52
,"Tennessee","47","2017","2017",19282,3519207,547.91,540.17,555.64,3.95,474.18,467.26,481.11,3.53
,"Tennessee","47","2018","2018",19718,3540303,556.96,549.18,564.73,3.97,482.64,475.67,489.61,3.56
,"Tennessee","47","2019","2019",19770,3563290,554.82,547.09,562.56,3.95,481.97,475.01,488.93,3.55
"Total","Tennessee","47",,,183849,34653836,530.53,528.10,532.96,1.24,460.48,458.31,462.65,1.11
,"Texas","48","2010","2010",46883,13104882,357.75,354.51,360.99,1.65,335.84,332.78,338.90,1.56
,"Texas","48","2011","2011",47969,13377616,358.58,355.37,361.79,1.64,333.00,329.99,336.01,1.53
,"Texas","48","2012","2012",48880,13551245,360.70,357.51,363.90,1.63,334.02,331.03,337.01,1.53
,"Texas","48","2013","2013",49900,13726277,363.54,360.35,366.73,1.63,335.83,332.85,338.81,1.52
,"Texas","48","2014","2014",51604,13994581,368.74,365.56,371.92,1.62,339.69,336.72,342.66,1.51
,"Texas","48","2015","2015",52128,14260522,365.54,362.40,368.68,1.60,335.74,332.81,338.66,1.49
,"Texas","48","2016","2016",52996,14447047,366.83,363.71,369.95,1.59,335.57,332.67,338.47,1.48
,"Texas","48","2017","2017",54147,14697418,368.41,365.31,371.51,1.58,337.40,334.52,340.29,1.47
,"Texas","48","2018","2018",54554,14905347,366.00,362.93,369.07,1.57,334.70,331.84,337.55,1.46
,"Texas","48","2019","2019",54141,15048542,359.78,356.75,362.81,1.55,329.88,327.05,332.70,1.44
"Total","Texas","48",,,513202,141113477,363.68,362.69,364.68,0.51,335.30,334.38,336.23,0.47
,"Utah","49","2010","2010",3688,1325367,278.26,269.28,287.24,4.58,280.33,271.19,289.48,4.67
,"Utah","49","2011","2011",3837,1350506,284.12,275.13,293.11,4.59,283.74,274.66,292.83,4.63
,"Utah","49","2012","2012",3947,1368909,288.33,279.34,297.33,4.59,287.08,278.01,296.14,4.63
,"Utah","49","2013","2013",3999,1388336,288.04,279.12,296.97,4.55,282.60,273.73,291.47,4.53
,"Utah","49","2014","2014",4198,1410139,297.70,288.70,306.71,4.59,293.93,284.92,302.94,4.60
,"Utah","49","2015","2015",4354,1435234,303.37,294.35,312.38,4.60,295.91,287.00,304.82,4.54
,"Utah","49","2016","2016",4478,1464997,305.67,296.71,314.62,4.57,298.36,289.50,307.22,4.52
,"Utah","49","2017","2017",4448,1493901,297.74,288.99,306.49,4.46,291.46,282.77,300.15,4.43
,"Utah","49","2018","2018",4413,1521855,289.98,281.42,298.53,4.37,284.29,275.79,292.79,4.34
,"Utah","49","2019","2019",4377,1546823,282.97,274.58,291.35,4.28,277.20,268.89,285.52,4.24
"Total","Utah","49",,,41739,14306067,291.76,288.96,294.56,1.43,287.59,284.80,290.39,1.43
,"Vermont","50","2010","2010",1111,340557,326.23,307.05,345.41,9.79,260.31,244.34,276.28,8.15
,"Vermont","50","2011","2011",1194,340108,351.06,331.15,370.98,10.16,283.96,266.98,300.93,8.66
,"Vermont","50","2012","2012",1116,337293,330.87,311.46,350.28,9.90,261.81,245.61,278.02,8.27
,"Vermont","50","2013","2013",1145,334504,342.30,322.47,362.12,10.12,276.82,259.82,293.82,8.67
,"Vermont","50","2014","2014",1127,331232,340.24,320.38,360.11,10.14,271.60,254.73,288.48,8.61
,"Vermont","50","2015","2015",1230,328298,374.66,353.72,395.60,10.68,294.42,276.85,311.99,8.96
,"Vermont","50","2016","2016",1250,325391,384.15,362.86,405.45,10.87,309.43,291.08,327.78,9.36
,"Vermont","50","2017","2017",1244,323110,385.01,363.61,406.40,10.92,312.16,293.55,330.78,9.50
,"Vermont","50","2018","2018",1239,321900,384.90,363.47,406.33,10.93,318.44,299.44,337.44,9.69
,"Vermont","50","2019","2019",1250,319105,391.72,370.00,413.44,11.08,317.78,298.92,336.63,9.62
"Total","Vermont","50",,,11906,3301498,360.62,354.15,367.10,3.31,290.40,284.86,295.94,2.83
,"Virginia","51","2010","2010",14766,4368311,338.03,332.57,343.48,2.78,300.64,295.72,305.56,2.51
,"Virginia","51","2011","2011",15098,4417927,341.74,336.29,347.20,2.78,300.84,295.96,305.73,2.49
,"Virginia","51","2012","2012",15082,4443432,339.42,334.01,344.84,2.76,299.08,294.21,303.94,2.48
,"Virginia","51","2013","2013",15315,4461282,343.29,337.85,348.72,2.77,300.65,295.79,305.51,2.48
,"Virginia","51","2014","2014",15720,4480907,350.82,345.34,356.31,2.80,306.96,302.05,311.87,2.50
,"Virginia","51","2015","2015",16053,4501210,356.64,351.12,362.15,2.81,310.61,305.69,315.54,2.51
,"Virginia","51","2016","2016",16460,4500734,365.72,360.13,371.31,2.85,317.64,312.65,322.63,2.54
,"Virginia","51","2017","2017",16778,4524481,370.83,365.22,376.44,2.86,320.42,315.43,325.41,2.55
,"Virginia","51","2018","2018",16694,4527445,368.73,363.14,374.32,2.85,319.56,314.57,324.56,2.55
,"Virginia","51","2019","2019",16458,4517568,364.31,358.75,369.88,2.84,314.33,309.37,319.29,2.53
"Total","Virginia","51",,,158424,44743297,354.07,352.33,355.82,0.89,309.34,307.78,310.89,0.80
,"Washington","53","2010","2010",11502,3665456,313.79,308.06,319.53,2.93,275.94,270.80,281.08,2.62
,"Washington","53","2011","2011",11813,3717667,317.75,312.02,323.48,2.92,276.69,271.59,281.80,2.61
