state,state_fips,state_id,year,first_treat_year,gname,treated_post,event_time,population,deaths_allcause,deaths_amenable,deaths_nonamenable,deaths_external,crude_allcause,crude_amenable,crude_nonamenable,crude_external,aa_allcause,aa_amenable,aa_nonamenable,aa_external,log_median_income,poverty_rate,unemployment_rate,pct_black,pct_hispanic
Alaska,2,2,2010,2015,2015,0,-5,393034,1425,776,649,369,362.5640529826936,197.4383895540844,165.12566342860922,93.8850074039396,331.08,171.42,159.66,94.21,11.075598103713281,0.09942137303357242,0.09638670280945029,0.03181019209087026,0.05701100163168694
Alaska,2,2,2011,2015,2015,0,-4,399328,1530,847,683,382,383.14368138472634,212.10633864893023,171.03734273579613,95.66070999278789,346.19,180.3,165.89,96.45,11.124686137527133,0.10455394278923691,0.08834026104683487,0.030179129342288415,0.05759784590946953
Alaska,2,2,2012,2015,2015,0,-3,402185,1538,801,737,413,382.4110794783495,199.16207715354872,183.24900232480076,102.6890610042642,345.5,171.52,173.98,102.61,11.123018695777917,0.10117270908094934,0.07830920914621355,0.03365238041203146,0.05972528501645364
Alaska,2,2,2013,2015,2015,0,-2,398584,1576,883,693,383,395.3997149910684,221.5342311783714,173.86548381269694,96.09015916343856,356.7,187.01,169.69,97.87,11.187707658989343,0.09329040215268411,0.0871570907792574,0.033403524809149925,0.06597590636783598
Alaska,2,2,2014,2015,2015,0,-1,399009,1585,860,725,427,397.2341476006806,215.53398544894975,181.70016215173092,107.0151299845367,361.57,186.2,175.37,106.47,11.178612894590135,0.11233721087383294,0.07640655497190164,0.03204421689298144,0.06688456589370355
Alaska,2,2,2015,2015,2015,1,0,398706,1615,873,742,418,405.0603702979137,218.9583301981911,186.1020400997226,104.83915466534238,369.83,190.13,179.7,105.42,11.203065947573744,0.1034067969449127,0.07892461672270326,0.03350206924943665,0.070182494799792
Alaska,2,2,2016,2015,2015,1,1,402087,1671,857,814,469,415.5817024673765,213.13795273162276,202.4437497357537,116.6414233735485,379.32,183.42,195.9,117.52,11.24426139835421,0.09885243546676097,0.07979137354340286,0.029341118812121408,0.06915273610515787
Alaska,2,2,2017,2015,2015,1,2,400078,1617,791,826,482,404.1711866186094,197.71144626797775,206.4597403506316,120.47650708111918,370.81,169.76,201.05,122.57,11.200691103415608,0.11105497507189731,0.07573228595388065,0.028645773491305024,0.06990044539365635
Alaska,2,2,2018,2015,2015,1,3,396234,1566,765,801,474,395.22100576931814,193.06773270340253,202.1532730659156,119.62628143975527,364.06,169.52,194.54,119.28,11.216485150844548,0.10906281168977998,0.06845753666020976,0.032560025385184925,0.07196401595795172
Alaska,2,2,2019,2015,2015,1,4,391822,1573,746,827,494,401.45780481953545,190.39257622083497,211.06522859870043,126.0776577119202,369.42,164.53,204.89,126.23,11.23139774889025,0.10079232197274861,0.0575752590886659,0.029763035766767594,0.07183153462876515
Arizona,4,3,2010,2014,2014,0,-4,3247961,11884,7006,4878,2745,365.8910929041328,215.7045604919517,150.18653241218107,84.51456159726055,329.82,185.77,144.04999999999998,84.01,10.753403411543824,0.17444664056195383,0.11821449822816553,0.038801559839450855,0.29762897979758135
Arizona,4,3,2011,2014,2014,0,-3,3291051,12107,7100,5007,2783,367.87640179383425,215.73655345966984,152.13984833416438,84.56265187017765,329.63,184.12,145.51,84.31,10.751692144575056,0.18993303662666583,0.1114690295675537,0.03861099991438495,0.300700886462872
Arizona,4,3,2012,2014,2014,0,-2,3307877,12470,7340,5130,2852,376.9789505474357,221.89458676970153,155.08436377773418,86.21844161678321,336.33,188.7,147.63,85.61,10.775324703655977,0.1866044457094706,0.09827109757656752,0.04031141776109735,0.3015454152173233
Arizona,4,3,2013,2014,2014,0,-1,3324670,12772,7374,5398,2977,384.1584277537319,221.7964489708753,162.36197878285665,89.54272153326495,342.96,188.25,154.70999999999998,88.97,10.789525241239263,0.18626284140764107,0.08926462470425649,0.03971268024260921,0.30258454380390376
Arizona,4,3,2014,2014,2014,1,0,3367755,12797,7336,5461,2904,379.9860738088134,217.83057259212737,162.15550121668588,86.2295505462838,338.09,184.39,153.7,85.5,10.821137360447914,0.18241194127394947,0.07933013321411572,0.03946692883768275,0.30549816355501996
Arizona,4,3,2015,2014,2014,1,1,3412727,13348,7663,5685,3059,391.1241655133856,224.5418400006798,166.58232551270584,89.63506310349464,346.78,187.88,158.89999999999998,89.29,10.849181734779526,0.1737251572124367,0.06862505746761997,0.041405288321069,0.30732147394613263
Arizona,4,3,2016,2014,2014,1,2,3456387,13885,7752,6133,3326,401.7200620185182,224.28044081869305,177.43962119982513,96.22765043382005,355.35,187.15,168.20000000000002,94.97,10.888520457808427,0.16355752050849065,0.06502464664507104,0.04104387330616004,0.3094435189020571
Arizona,4,3,2017,2014,2014,1,3,3508591,13808,7569,6239,3503,393.54829331774494,215.72762399493132,177.82066932281364,99.84064828302871,350.39,180.92,169.47,99.11,10.943428518789158,0.14861800504574998,0.05807167016957069,0.04138652018807714,0.3138666271394915
Arizona,4,3,2018,2014,2014,1,4,3583343,14108,7662,6446,3530,393.7105658040551,213.82267898998228,179.88788681407277,98.51136215539512,349.77,179.14,170.63,97.95,10.989453546169914,0.1402305343851038,0.05350683698309013,0.04327988302824763,0.3160142037127878
Arizona,4,3,2019,2014,2014,1,5,3636004,14290,7662,6628,3732,393.01386907165113,210.7258407856537,182.28802828599748,102.64015111094488,351.5,177.13,174.37,102.13,11.03577636756362,0.13468327350326703,0.050792465617703904,0.043832587528818606,0.3174449563020516
Arkansas,5,4,2010,2014,2014,0,-4,1500357,7652,5152,2500,1281,510.0119504891169,343.3849410506966,166.62700943842032,85.37967963624658,449.55,290.28,159.27000000000004,87.01,10.55338792609279,0.18835776347472602,0.0959073175193875,0.15815034607678105,0.06252520018099635
Arkansas,5,4,2011,2014,2014,0,-3,1512776,7948,5332,2616,1384,525.3917301702301,352.464608111181,172.92712205904903,91.48743766426756,457.53,293.59,163.94,92.73,10.565092465086195,0.19458928126978925,0.09351285728432736,0.15663079960748527,0.06468630306751683
Arkansas,5,4,2012,2014,2014,0,-2,1508968,8007,5348,2659,1352,530.6275547261439,354.41440772766555,176.21314699847844,89.59765879727071,461.41,295.51,165.90000000000003,89.96,10.599430820398075,0.1982707048764126,0.08431089225621233,0.1555356476195869,0.0670926452571961
Arkansas,5,4,2013,2014,2014,0,-1,1506764,8032,5415,2617,1265,533.0629083253914,359.3794383194714,173.68347000591996,83.95475336549055,462.07,298.59,163.48000000000002,84.51,10.609328821154959,0.1967984993074262,0.08090693448889645,0.15585362169621741,0.06863311924519147
Arkansas,5,4,2014,2014,2014,1,0,1506595,8219,5616,2603,1331,545.5347986685208,372.76109372459086,172.77370494392986,88.34491021143705,475.16,311.52,163.64000000000004,89.74,10.627697258547892,0.18866082801222123,0.06757702952605636,0.15703238538428632,0.06936527451574635
Arkansas,5,4,2015,2014,2014,1,1,1511614,8358,5543,2815,1412,552.9189330080299,366.69414281688313,186.22479019114667,93.41009014206008,479.48,303.3,176.18,94.06,10.645305842559727,0.19066288417320182,0.05834211232066048,0.15663332666264634,0.069754456041292
Arkansas,5,4,2016,2014,2014,1,2,1514723,8504,5565,2939,1508,561.4227815910896,367.3939063445924,194.0288752464972,99.55615647217346,485.1,301.71,183.39000000000004,100.85,10.699507156016702,0.1722279145665366,0.05106879750478285,0.15468327929944234,0.07179591519847081
Arkansas,5,4,2017,2014,2014,1,3,1518247,8560,5728,2832,1514,563.8081287168689,377.27721510399823,186.53091361287065,99.7202694950163,486.83,310.13,176.7,101,10.733544786612352,0.16403029707635064,0.05569851227923016,0.15161707684273,0.07448176417702883
Arkansas,5,4,2018,2014,2014,1,4,1518240,8317,5524,2793,1450,547.8053535672884,363.84234376646646,183.963009800822,95.50532195173358,471.88,297.77,174.11,96.54,10.759221160315827,0.17245358659596752,0.044862512843083444,0.15081200799648287,0.07641452307283933
Arkansas,5,4,2019,2014,2014,1,5,1514707,8303,5525,2778,1426,548.1588188342696,364.7570124123015,183.40180642196808,94.14361985519312,469.43,296.84,172.59000000000003,94.53,10.798595505142377,0.16207580646317646,0.04822612306991718,0.15408422813410017,0.07686085643732993
California,6,5,2010,2014,2014,0,-4,19789451,57367,37568,19799,10215,289.88676846063083,189.83851547978767,100.04825298084316,51.61841023280535,267.28,171.26,96.01999999999998,50.77,10.963151091065663,0.15803525840690494,0.12790749678599492,0.057681197936361055,0.37723296646317633
California,6,5,2011,2014,2014,0,-3,20046532,59011,38420,20591,10528,294.370118482339,191.65409757657832,102.71602090576066,52.51781205846478,268.94,170.55,98.39,51.85,10.955829000871807,0.1656330038621966,0.12333685332213597,0.057004749453941204,0.3809703259415442
California,6,5,2012,2014,2014,0,-2,20179883,59423,38530,20893,10554,294.46652391393945,190.93272245433732,103.53380145960212,52.29960946750782,267.74,169,98.74,51.48,10.973837531486266,0.16956475071110397,0.11364256976790442,0.05652923667695983,0.38215337856647347
California,6,5,2013,2014,2014,0,-1,20356297,59715,38404,21311,10936,293.3490310148255,188.65906701990053,104.689963994925,53.722933989418614,265.98,166.34,99.64,52.81,11.005261504541817,0.1683507216791511,0.10046578354322487,0.05654094600248181,0.383990580739524
California,6,5,2014,2014,2014,1,0,20661868,60349,38571,21778,11122,292.07910920735725,186.67721621297744,105.40189299437978,53.828627692326755,263.87,163.84,100.03,52.78,11.033808434547957,0.16445245677456266,0.08500238033246219,0.05555654919141808,0.38628361574640807
California,6,5,2015,2014,2014,1,1,20900046,61719,38820,22899,11553,295.3055701408504,185.741217985836,109.5643521550144,55.277390298566814,266.22,162.2,104.02000000000004,54.22,11.074420502783864,0.15343687832954672,0.07287150966920294,0.05601875579035774,0.38790689996310623
California,6,5,2016,2014,2014,1,2,20961732,62779,39333,23446,11968,299.49338155835596,187.64193722159985,111.85144433675612,57.09451871629692,269.4,163.19,106.20999999999998,56.07,11.123417363936255,0.14347069780489619,0.06510156244544953,0.055056230931059214,0.38931896513573483
California,6,5,2017,2014,2014,1,3,21172207,62305,38459,23846,12384,294.27730420357216,181.6485168504162,112.62878735315594,58.49177650681386,264.88,157.79,107.09,57.51,11.181709390494719,0.1330189572471362,0.05911656931873974,0.05474006613559322,0.3914672797416615
California,6,5,2018,2014,2014,1,4,21152670,62435,38414,24021,12768,295.16368382809355,181.6035517029292,113.56013212516432,60.36117426310721,266.16,157.9,108.26000000000002,59.35,11.228929922243076,0.12801452628690468,0.055326210174764044,0.05508697628955853,0.3928539657095215
California,6,5,2019,2014,2014,1,5,21101432,62710,37675,25035,13444,297.183622419559,178.54238518030434,118.64123723925466,63.71131589552785,268.77,155.66,113.11,62.73,11.295266843886589,0.11754324025363709,0.05064053060742512,0.054970053190882225,0.3941788342306126
Colorado,8,6,2010,2014,2014,0,-4,2766264,8296,4731,3565,1854,299.89906964772706,171.02489133358205,128.874178314145,67.02180269128326,271.75,148.76,122.99,66.61,10.897590814778392,0.13371751079916452,0.09857329387699762,0.03756294969906345,0.20750351896418173
Colorado,8,6,2011,2014,2014,0,-3,2810124,8824,4888,3936,2057,314.0074957546357,173.9425021813984,140.06499357323733,73.1996168140623,282.93,149.52,133.41,72.77,10.922100188159392,0.13478163693532033,0.09289494381225064,0.03839394808782683,0.2092244834462816
Colorado,8,6,2012,2014,2014,0,-2,2836313,8832,4784,4048,2179,311.3901744976665,168.6696778529027,142.7204966447638,76.82508947355247,280.16,144.32,135.84000000000003,76.19,10.946675217598633,0.13707482100763632,0.0780396985681338,0.03948872519027169,0.20987465836684605
Colorado,8,6,2013,2014,2014,0,-1,2867753,8772,4806,3966,2055,305.88408415927034,167.58765486427876,138.29642929499158,71.65889112486326,274.95,143.09,131.86,70.99,10.982288213867557,0.1295644090094053,0.07015365885747615,0.0374387357600562,0.2103925182129491
Colorado,8,6,2014,2014,2014,1,0,2906081,9122,4993,4129,2168,313.89352189426245,171.81214150603512,142.0813803882273,74.60218761968439,282.86,147.39,135.47000000000003,74.46,11.023584060367908,0.12044453957678118,0.05451571322488896,0.038442709358299854,0.2119371545143213
Colorado,8,6,2015,2014,2014,1,1,2956802,9266,5053,4213,2285,313.37911703252365,170.89409436276085,142.4850226697628,77.27943906964349,281.23,145.35,135.88000000000002,76.49,11.065215475518313,0.11490503627787606,0.05197725662885476,0.03910677285784084,0.21337161376350802
Colorado,8,6,2016,2014,2014,1,2,3001518,9695,5163,4532,2471,323.00322703378754,172.01296144151058,150.99026559227696,82.32501021149965,291.67,147.16,144.51000000000002,81.47,11.092625867903608,0.11046123232048546,0.04731964091605358,0.039838680129842825,0.21319527230624424
Colorado,8,6,2017,2014,2014,1,3,3052049,9711,5021,4690,2531,318.1796884650279,164.512430829256,153.6672576357719,82.9278953254027,288,140.66,147.34,82.61,11.143555999758231,0.1029183469801047,0.04203872574685723,0.03914641902112908,0.21521149588543492
Colorado,8,6,2018,2014,2014,1,4,3095272,9704,4906,4798,2640,313.5104120090254,158.49980227908887,155.0106097299365,85.29137342372496,286.44,137.01,149.43,85.02,11.183768407068236,0.0963762009101635,0.03944814207488378,0.03920577488024013,0.21685771593471692
Colorado,8,6,2019,2014,2014,1,5,3130588,9941,4936,5005,2714,317.54418019873583,157.67006070425109,159.87411949448477,86.69297908252379,290.99,137.2,153.79000000000002,86,11.253208692800149,0.09347072954771844,0.036692855350147886,0.03955937552963011,0.21826022238213386
Connecticut,9,7,2010,2014,2014,0,-4,1923864,5765,3701,2064,1005,299.65735623723924,192.3732654699085,107.28409076733074,52.23861977769739,257.65,157.6,100.04999999999998,52.38,11.06713823738346,0.10099432445037852,0.1049058253292982,0.09369420193549306,0.1347193641281573
Connecticut,9,7,2011,2014,2014,0,-3,1930902,5788,3718,2070,936,299.7562797076185,192.5524961908994,107.20378351671911,48.47475428582082,253.72,155.65,98.07,48.89,11.09366057637554,0.10883569973172433,0.1061777309506198,0.0945818272303055,0.1380422145446614
Connecticut,9,7,2012,2014,2014,0,-2,1927009,5901,3687,2214,1033,306.2258660961106,191.33278567977624,114.89308041633434,53.60639208223729,259.23,153.87,105.36,53.8,11.116558839847324,0.10688030290071288,0.09722458010702033,0.09443739003500219,0.14222775681570612
Connecticut,9,7,2013,2014,2014,0,-1,1920952,5932,3677,2255,1119,308.80521741303266,191.41550647803797,117.38971093499474,58.25236653492643,260,152.26,107.74,58.24,11.113909516256243,0.10727751249299569,0.0925109161579633,0.09618250984405241,0.14659379101688505
Connecticut,9,7,2014,2014,2014,1,0,1915272,5875,3519,2356,1152,306.7449427548672,183.73369422202177,123.01124853284549,60.14811473252885,256.77,143.7,113.07,61,11.15693600032259,0.10751918807193767,0.07889536553929252,0.09724031376740253,0.15045915994124576
Connecticut,9,7,2015,2014,2014,1,1,1907806,6127,3550,2577,1400,321.1542473396142,186.07762005151469,135.0766272880995,73.38272340059734,267.37,143.52,123.85,73.12,11.175296559665634,0.1054053914296516,0.06926995990918793,0.09899200364478293,0.1542190423199177
Connecticut,9,7,2016,2014,2014,1,2,1893731,6239,3590,2649,1519,329.4554506421451,189.5728590808304,139.88259156131468,80.2120258896327,275.57,146.05,129.51999999999998,80.93,11.204128704847383,0.0977451020517571,0.0640011407003218,0.09851802848185856,0.15723599813446398
