"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error
,"Tennessee","47","2014","2014",3097,3437470,90.10,86.92,93.27,1.62,90.34,87.09,93.59,1.66
,"Tennessee","47","2015","2015",3297,3459568,95.30,92.05,98.55,1.66,95.56,92.23,98.90,1.70
,"Tennessee","47","2016","2016",3679,3484480,105.58,102.17,108.99,1.74,105.75,102.25,109.25,1.79
,"Tennessee","47","2017","2017",3788,3519207,107.64,104.21,111.07,1.75,108.20,104.67,111.74,1.80
,"Tennessee","47","2018","2018",3927,3540303,110.92,107.45,114.39,1.77,111.83,108.25,115.42,1.83
,"Tennessee","47","2019","2019",4230,3563290,118.71,115.13,122.29,1.83,119.86,116.16,123.56,1.89
"Total","Tennessee","47",,,34110,34653836,98.43,97.39,99.48,0.53,98.89,97.82,99.96,0.55
,"Texas","48","2010","2010",7967,13104882,60.79,59.46,62.13,0.68,60.56,59.22,61.90,0.68
,"Texas","48","2011","2011",8151,13377616,60.93,59.61,62.25,0.67,60.58,59.26,61.91,0.68
,"Texas","48","2012","2012",8282,13551245,61.12,59.80,62.43,0.67,60.79,59.47,62.11,0.67
,"Texas","48","2013","2013",8439,13726277,61.48,60.17,62.79,0.67,61.02,59.71,62.34,0.67
,"Texas","48","2014","2014",8787,13994581,62.79,61.48,64.10,0.67,62.29,60.98,63.61,0.67
,"Texas","48","2015","2015",9107,14260522,63.86,62.55,65.17,0.67,63.41,62.10,64.73,0.67
,"Texas","48","2016","2016",9652,14447047,66.81,65.48,68.14,0.68,66.30,64.96,67.64,0.68
,"Texas","48","2017","2017",9898,14697418,67.35,66.02,68.67,0.68,66.73,65.40,68.06,0.68
,"Texas","48","2018","2018",9855,14905347,66.12,64.81,67.42,0.67,65.60,64.28,66.91,0.67
,"Texas","48","2019","2019",10154,15048542,67.47,66.16,68.79,0.67,67.04,65.72,68.36,0.67
"Total","Texas","48",,,90292,141113477,63.99,63.57,64.40,0.21,63.57,63.15,63.99,0.21
,"Utah","49","2010","2010",997,1325367,75.22,70.55,79.89,2.38,75.45,70.69,80.22,2.43
,"Utah","49","2011","2011",1058,1350506,78.34,73.62,83.06,2.41,79.16,74.31,84.01,2.47
,"Utah","49","2012","2012",1198,1368909,87.51,82.56,92.47,2.53,89.24,84.11,94.36,2.62
,"Utah","49","2013","2013",1178,1388336,84.85,80.00,89.70,2.47,85.08,80.15,90.00,2.51
,"Utah","49","2014","2014",1195,1410139,84.74,79.94,89.55,2.45,86.35,81.40,91.31,2.53
,"Utah","49","2015","2015",1308,1435234,91.13,86.20,96.07,2.52,91.77,86.74,96.81,2.57
,"Utah","49","2016","2016",1297,1464997,88.53,83.71,93.35,2.46,88.84,83.95,93.73,2.50
,"Utah","49","2017","2017",1317,1493901,88.16,83.40,92.92,2.43,88.21,83.39,93.04,2.46
,"Utah","49","2018","2018",1287,1521855,84.57,79.95,89.19,2.36,85.66,80.92,90.40,2.42
,"Utah","49","2019","2019",1267,1546823,81.91,77.40,86.42,2.30,82.18,77.61,86.76,2.34
"Total","Utah","49",,,12102,14306067,84.59,83.09,86.10,0.77,85.38,83.83,86.92,0.79
,"Vermont","50","2010","2010",191,340557,56.08,48.13,64.04,4.06,54.37,46.30,62.44,4.12
,"Vermont","50","2011","2011",225,340108,66.16,57.51,74.80,4.41,64.59,55.75,73.43,4.51
,"Vermont","50","2012","2012",205,337293,60.78,52.46,69.10,4.24,61.01,52.26,69.77,4.47
,"Vermont","50","2013","2013",229,334504,68.46,59.59,77.33,4.52,69.23,59.83,78.63,4.80
,"Vermont","50","2014","2014",208,331232,62.80,54.26,71.33,4.35,63.81,54.75,72.88,4.63
,"Vermont","50","2015","2015",230,328298,70.06,61.00,79.11,4.62,69.95,60.45,79.45,4.85
,"Vermont","50","2016","2016",275,325391,84.51,74.52,94.50,5.10,88.79,77.85,99.72,5.58
,"Vermont","50","2017","2017",283,323110,87.59,77.38,97.79,5.21,93.22,81.91,104.52,5.77
,"Vermont","50","2018","2018",325,321900,100.96,89.99,111.94,5.60,105.80,93.83,117.78,6.11
,"Vermont","50","2019","2019",263,319105,82.42,72.46,92.38,5.08,85.27,74.55,95.99,5.47
"Total","Vermont","50",,,2434,3301498,73.72,70.80,76.65,1.49,75.26,72.14,78.39,1.59
,"Virginia","51","2010","2010",2184,4368311,50.00,47.90,52.09,1.07,50.21,48.07,52.34,1.09
,"Virginia","51","2011","2011",2357,4417927,53.35,51.20,55.50,1.10,53.24,51.06,55.43,1.11
,"Virginia","51","2012","2012",2405,4443432,54.12,51.96,56.29,1.10,53.80,51.62,55.99,1.12
,"Virginia","51","2013","2013",2446,4461282,54.83,52.65,57.00,1.11,54.74,52.53,56.94,1.13
,"Virginia","51","2014","2014",2623,4480907,58.54,56.30,60.78,1.14,58.01,55.75,60.28,1.15
,"Virginia","51","2015","2015",2744,4501210,60.96,58.68,63.24,1.16,60.74,58.43,63.06,1.18
,"Virginia","51","2016","2016",3091,4500734,68.68,66.26,71.10,1.24,68.73,66.25,71.20,1.26
,"Virginia","51","2017","2017",3247,4524481,71.77,69.30,74.23,1.26,71.49,68.97,74.00,1.28
,"Virginia","51","2018","2018",3241,4527445,71.59,69.12,74.05,1.26,71.85,69.32,74.38,1.29
,"Virginia","51","2019","2019",3214,4517568,71.14,68.68,73.60,1.25,71.21,68.69,73.72,1.28
"Total","Virginia","51",,,27552,44743297,61.58,60.85,62.31,0.37,61.50,60.76,62.24,0.38
,"Washington","53","2010","2010",2178,3665456,59.42,56.92,61.92,1.27,58.98,56.46,61.49,1.28
,"Washington","53","2011","2011",2332,3717667,62.73,60.18,65.27,1.30,61.69,59.14,64.25,1.30
,"Washington","53","2012","2012",2331,3735749,62.40,59.86,64.93,1.29,61.50,58.96,64.05,1.30
,"Washington","53","2013","2013",2313,3758089,61.55,59.04,64.06,1.28,60.63,58.11,63.16,1.29
,"Washington","53","2014","2014",2451,3797484,64.54,61.99,67.10,1.30,63.57,61.00,66.15,1.31
,"Washington","53","2015","2015",2574,3856093,66.75,64.17,69.33,1.32,66.22,63.61,68.84,1.33
,"Washington","53","2016","2016",2553,3916245,65.19,62.66,67.72,1.29,63.94,61.39,66.48,1.30
,"Washington","53","2017","2017",2824,3992016,70.74,68.13,73.35,1.33,69.87,67.24,72.51,1.35
,"Washington","53","2018","2018",2726,4050628,67.30,64.77,69.82,1.29,66.14,63.60,68.67,1.30
,"Washington","53","2019","2019",2822,4083601,69.11,66.56,71.66,1.30,68.22,65.64,70.79,1.31
"Total","Washington","53",,,25104,38573028,65.08,64.28,65.89,0.41,64.20,63.39,65.01,0.41
,"West Virginia","54","2010","2010",1075,999173,107.59,101.16,114.02,3.28,111.22,104.39,118.06,3.49
,"West Virginia","54","2011","2011",1228,998103,123.03,116.15,129.91,3.51,129.70,122.24,137.15,3.80
,"West Virginia","54","2012","2012",1239,988284,125.37,118.39,132.35,3.56,130.95,123.44,138.47,3.83
,"West Virginia","54","2013","2013",1175,980669,119.82,112.97,126.67,3.50,123.15,115.89,130.41,3.70
,"West Virginia","54","2014","2014",1170,971058,120.49,113.58,127.39,3.52,124.32,116.98,131.66,3.74
,"West Virginia","54","2015","2015",1281,962650,133.07,125.78,140.36,3.72,137.13,129.39,144.88,3.95
,"West Virginia","54","2016","2016",1462,950882,153.75,145.87,161.63,4.02,160.88,152.38,169.38,4.34
,"West Virginia","54","2017","2017",1618,935935,172.88,164.45,181.30,4.30,180.10,171.05,189.15,4.62
,"West Virginia","54","2018","2018",1444,924945,156.12,148.07,164.17,4.11,162.64,154.01,171.28,4.41
,"West Virginia","54","2019","2019",1427,911783,156.51,148.39,164.63,4.14,164.06,155.29,172.82,4.47
"Total","West Virginia","54",,,13119,9623482,136.32,133.99,138.66,1.19,141.86,139.36,144.36,1.28
,"Wisconsin","55","2010","2010",1791,3020924,59.29,56.54,62.03,1.40,58.62,55.85,61.40,1.42
,"Wisconsin","55","2011","2011",1843,3037475,60.68,57.91,63.45,1.41,60.26,57.44,63.08,1.44
,"Wisconsin","55","2012","2012",1860,3030272,61.38,58.59,64.17,1.42,61.39,58.52,64.25,1.46
,"Wisconsin","55","2013","2013",2041,3025987,67.45,64.52,70.38,1.49,67.58,64.57,70.60,1.54
,"Wisconsin","55","2014","2014",1968,3018183,65.20,62.32,68.09,1.47,64.81,61.86,67.77,1.51
,"Wisconsin","55","2015","2015",2174,3011208,72.20,69.16,75.23,1.55,71.84,68.73,74.96,1.59
,"Wisconsin","55","2016","2016",2296,3000736,76.51,73.38,79.64,1.60,78.07,74.78,81.36,1.68
,"Wisconsin","55","2017","2017",2499,3001069,83.27,80.01,86.54,1.67,83.88,80.49,87.28,1.73
,"Wisconsin","55","2018","2018",2401,3000227,80.03,76.83,83.23,1.63,79.67,76.38,82.96,1.68
,"Wisconsin","55","2019","2019",2414,2992524,80.67,77.45,83.89,1.64,80.48,77.16,83.80,1.69
"Total","Wisconsin","55",,,21287,30138605,70.63,69.68,71.58,0.48,70.60,69.62,71.58,0.50
,"Wyoming","56","2010","2010",304,301705,100.76,89.43,112.09,5.78,97.79,86.48,109.10,5.77
,"Wyoming","56","2011","2011",273,303725,89.88,79.22,100.55,5.44,92.11,80.87,103.35,5.73
,"Wyoming","56","2012","2012",323,307270,105.12,93.66,116.58,5.85,106.01,94.10,117.93,6.08
,"Wyoming","56","2013","2013",304,307724,98.79,87.68,109.90,5.67,99.22,87.73,110.72,5.86
,"Wyoming","56","2014","2014",322,306746,104.97,93.51,116.44,5.85,105.89,93.95,117.83,6.09
,"Wyoming","56","2015","2015",340,305999,111.11,99.30,122.92,6.03,112.18,99.87,124.49,6.28
,"Wyoming","56","2016","2016",318,303600,104.74,93.23,116.26,5.87,107.89,95.67,120.12,6.24
,"Wyoming","56","2017","2017",311,298686,104.12,92.55,115.70,5.90,104.00,92.03,115.97,6.11
,"Wyoming","56","2018","2018",284,295220,96.20,85.01,107.39,5.71,96.23,84.68,107.78,5.89
,"Wyoming","56","2019","2019",313,293325,106.71,94.89,118.53,6.03,107.76,95.48,120.03,6.26
"Total","Wyoming","56",,,3092,3024000,102.25,98.64,105.85,1.84,102.99,99.25,106.73,1.91
"Total",,,,,1250015,1679032524,74.45,74.32,74.58,0.07,74.45,74.31,74.58,0.07
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: V01-V99 (Transport accidents); W00-X59 (Other external causes of accidental injury); X60-X84 (Intentional"
"self-harm); X85-Y09 (Assault); Y10-Y34 (Event of undetermined intent); Y35-Y36 (Legal intervention and operations of war); Y40.0"
"(Penicillins); Y40.1 (Cefalosporins and other beta-lactam antibiotics); Y40.2 (Chloramphenicol group); Y40.3 (Macrolides); Y40.4"
"(Tetracyclines); Y40.5 (Aminoglycosides); Y40.6 (Rifamycins); Y40.7 (Antifungal antibiotics, systemically used); Y40.8 (Other"
"systemic antibiotics); Y40.9 (Systemic antibiotic, unspecified); Y41.0 (Sulfonamides); Y41.1 (Antimycobacterial drugs); Y41.2"
"(Antimalarials and drugs acting on other blood protozoa); Y41.3 (Other antiprotozoal drugs); Y41.4 (Anthelminthics); Y41.5"
"(Antiviral drugs); Y41.8 (Other specified systemic anti-infectives and antiparasitics); Y41.9 (Systemic anti-infective and"
"antiparasitic, unspecified); Y42.0 (Glucocorticoids and synthetic analogues); Y42.1 (Thyroid hormones and substitutes); Y42.2"
"(Antithyroid drugs); Y42.3 (Insulin and oral hypoglycaemic [antidiabetic] drugs); Y42.4 (Oral contraceptives); Y42.5 (Other"
"estrogens and progestogens); Y42.6 (Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified); Y42.7"
"(Androgens and anabolic congeners); Y42.8 (Other and unspecified hormones and their synthetic substitutes); Y42.9 (Other and"
"unspecified hormone antagonists); Y43.0 (Antiallergic and antiemetic drugs); Y43.1 (Antineoplastic antimetabolites); Y43.2"
"(Antineoplastic natural products); Y43.3 (Other antineoplastic drugs); Y43.4 (Immunosuppressive agents); Y43.5 (Acidifying and"
"alkalizing agents); Y43.6 (Enzymes, not elsewhere classified); Y43.8 (Other primarily systemic agents, not elsewhere"
"classified); Y43.9 (Primarily systemic agent, unspecified); Y44.0 (Iron preparations and other anti-hypochromic-anaemia"
"preparations); Y44.1 (Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations); Y44.2 (Anticoagulants); Y44.3"
"(Anticoagulant antagonists, vitamin K and other coagulants); Y44.4 (Antithrombotic drugs [platelet-aggregation inhibitors]);"
"Y44.5 (Thrombolytic drugs); Y44.6 (Natural blood and blood products); Y44.7 (Plasma substitutes); Y44.9 (Other and unspecified"
"agents affecting blood constituents); Y45.0 (Opioids and related analgesics); Y45.1 (Salicylates); Y45.2 (Propionic acid"
"derivatives); Y45.3 (Other nonsteroidal anti-inflammatory drugs [NSAID]); Y45.4 (Antirheumatics); Y45.5 (4-Aminophenol"
"derivatives); Y45.8 (Other analgesics and antipyretics); Y45.9 (Analgesic, antipyretic and anti-inflammatory drug, unspecified);"
"Y46.0 (Succinimides); Y46.1 (Oxazolidinediones); Y46.2 (Hydantoin derivatives); Y46.3 (Deoxybarbiturates); Y46.4"
"(Iminostilbenes); Y46.5 (Valproic acid); Y46.6 (Other and unspecified antiepileptics); Y46.7 (Antiparkinsonism drugs); Y46.8"
"(Antispasticity drugs); Y47.0 (Barbiturates, not elsewhere classified); Y47.1 (Benzodiazepines); Y47.2 (Cloral derivatives);"
"Y47.3 (Paraldehyde); Y47.4 (Bromine compounds); Y47.5 (Mixed sedatives and hypnotics, not elsewhere classified); Y47.8 (Other"
"sedatives, hypnotics and antianxiety drugs); Y47.9 (Sedative, hypnotic and antianxiety drug, unspecified); Y48.0 (Inhaled"
"anaesthetics); Y48.1 (Parenteral anaesthetics); Y48.2 (Other and unspecified general anaesthetics); Y48.3 (Local anaesthetics);"
"Y48.4 (Anaesthetic, unspecified); Y48.5 (Therapeutic gases); Y49.0 (Tricyclic and tetracyclic antidepressants); Y49.1"
"(Monoamine-oxidase-inhibitor antidepressants); Y49.2 (Other and unspecified antidepressants); Y49.3 (Phenothiazine"
"antipsychotics and neuroleptics); Y49.4 (Butyrophenone and thioxanthene neuroleptics); Y49.5 (Other antipsychotics and"
"neuroleptics); Y49.6 (Psychodysleptics [hallucinogens]); Y49.7 (Psychostimulants with abuse potential); Y49.8 (Other"
"psychotropic drugs, not elsewhere classified); Y49.9 (Psychotropic drug, unspecified); Y50.0 (Analeptics); Y50.1 (Opioid"
"receptor antagonists); Y50.2 (Methylxanthines, not elsewhere classified); Y50.8 (Other central nervous system stimulants); Y50.9"
"(Central nervous system stimulant, unspecified); Y51.0 (Anticholinesterase agents); Y51.1 (Other parasympathomimetics"
"[cholinergics]); Y51.2 (Ganglionic blocking drugs, not elsewhere classified); Y51.3 (Other parasympatholytics [anticholinergics"
"and antimuscarinics] and spasmolytics, not elsewhere classified); Y51.4 (Predominantly alpha-adrenoreceptor agonists, not"
"elsewhere classified); Y51.5 (Predominantly beta-adrenoreceptor agonists, not elsewhere classified); Y51.6 (Alpha-adrenoreceptor"
"antagonists, not elsewhere classified); Y51.7 (Beta-adrenoreceptor antagonists, not elsewhere classified); Y51.8 (Centrally"
"acting and adrenergic-neuron-blocking agents, not elsewhere classified); Y51.9 (Other and unspecified drugs primarily affecting"
"the autonomic nervous system); Y52.0 (Cardiac-stimulant glycosides and drugs of similar action); Y52.1 (Calcium-channel"
"blockers); Y52.2 (Other antidysrhythmic drugs, not elsewhere classified); Y52.3 (Coronary vasodilators, not elsewhere"
"classified); Y52.4 (Angiotensin-converting-enzyme inhibitors); Y52.5 (Other antihypertensive drugs, not elsewhere classified);"
"Y52.6 (Antihyperlipidaemic and antiarteriosclerotic drugs); Y52.7 (Peripheral vasodilators); Y52.8 (Antivaricose drugs,"
"including sclerosing agents); Y52.9 (Other and unspecified agents primarily affecting the cardiovascular system); Y53.0"
"(Histamine H2-receptor antagonists); Y53.1 (Other antacids and anti-gastric-secretion drugs); Y53.2 (Stimulant laxatives); Y53.3"
"(Saline and osmotic laxatives); Y53.4 (Other laxatives); Y53.5 (Digestants); Y53.6 (Antidiarrhoeal drugs); Y53.7 (Emetics);"
"Y53.8 (Other agents primarily affecting the gastrointestinal system); Y53.9 (Agent primarily affecting the gastrointestinal"
"system, unspecified); Y54.0 (Mineralocorticoids); Y54.1 (Mineralocorticoid antagonists [aldosterone antagonists]); Y54.2"
"(Carbonic-anhydrase inhibitors); Y54.3 (Benzothiadiazine derivatives); Y54.4 (Loop [high-ceiling] diuretics); Y54.5 (Other"
"diuretics); Y54.6 (Electrolytic, caloric and water-balance agents); Y54.7 (Agents affecting calcification); Y54.8 (Agents"
"affecting uric acid metabolism); Y54.9 (Mineral salts, not elsewhere classified); Y55.0 (Oxytocic drugs); Y55.1 (Skeletal muscle"
"relaxants [neuromuscular blocking agents]); Y55.2 (Other and unspecified agents primarily acting on muscles); Y55.3"
"(Antitussives); Y55.4 (Expectorants); Y55.5 (Anti-common-cold drugs); Y55.6 (Antiasthmatics, not elsewhere classified); Y55.7"
"(Other and unspecified agents primarily acting on the respiratory system); Y56.0 (Local antifungal, anti-infective and"
"anti-inflammatory drugs, not elsewhere classified); Y56.1 (Antipruritics); Y56.2 (Local astringents and local detergents); Y56.3"
"(Emollients, demulcents and protectants); Y56.4 (Keratolytics, keratoplastics and other hair treatment drugs and preparations);"
"Y56.5 (Ophthalmological drugs and preparations); Y56.6 (Otorhinolaryngological drugs and preparations); Y56.7 (Dental drugs,"
"topically applied); Y56.8 (Other topical agents); Y56.9 (Topical agent, unspecified); Y57.0 (Appetite depressants [anorectics]);"
"Y57.1 (Lipotropic drugs); Y57.2 (Antidotes and chelating agents, not elsewhere classified); Y57.3 (Alcohol deterrents); Y57.4"
"(Pharmaceutical excipients); Y57.5 (X-ray contrast media); Y57.6 (Other diagnostic agents); Y57.7 (Vitamins, not elsewhere"
"classified); Y57.8 (Other drugs and medicaments); Y57.9 (Drug or medicament, unspecified); Y58.0 (BCG vaccine); Y58.1 (Typhoid"
"and paratyphoid vaccine); Y58.2 (Cholera vaccine); Y58.3 (Plague vaccine); Y58.4 (Tetanus vaccine); Y58.5 (Diphtheria vaccine);"
"Y58.6 (Pertussis vaccine, including combinations with a pertussis component); Y58.8 (Mixed bacterial vaccines, except"
"combinations with a pertussis component); Y58.9 (Other and unspecified bacterial vaccines); Y59.0 (Viral vaccines); Y59.1"
"(Rickettsial vaccines); Y59.2 (Protozoal vaccines); Y59.3 (Immunoglobulin); Y59.8 (Other specified vaccines and biological"
"substances); Y59.9 (Vaccine or biological substance, unspecified); Y70.0 (Anaesthesiology devices associated with adverse"
"incidents, diagnostic and monitoring devices); Y70.1 (Anaesthesiology devices associated with adverse incidents, therapeutic"
"(nonsurgical) and rehabilitative devices); Y70.2 (Anaesthesiology devices associated with adverse incidents, prosthetic and"
"other implants, materials and accessory devices); Y70.3 (Anaesthesiology devices associated with adverse incidents, surgical"
"instruments, materials and devices (including sutures)); Y70.8 (Anaesthesiology devices associated with adverse incidents,"
"miscellaneous devices, not elsewhere classified); Y71.0 (Cardiovascular devices associated with adverse incidents, diagnostic"
"and monitoring devices); Y71.1 (Cardiovascular devices associated with adverse incidents, therapeutic (nonsurgical) and"
"rehabilitative devices); Y71.2 (Cardiovascular devices associated with adverse incidents, prosthetic and other implants,"
"materials and accessory devices); Y71.3 (Cardiovascular devices associated with adverse incidents, surgical instruments,"
"materials and devices (including sutures)); Y71.8 (Cardiovascular devices associated with adverse incidents, miscellaneous"
"devices, not elsewhere classified); Y72.0 (Otorhinolaryngological devices associated with adverse incidents, diagnostic and"
"monitoring devices); Y72.1 (Otorhinolaryngological devices associated with adverse incidents, therapeutic (nonsurgical) and"
"rehabilitative devices); Y72.2 (Otorhinolaryngological devices associated with adverse incidents, prosthetic and other implants,"
"materials and accessory devices); Y72.3 (Otorhinolaryngological devices associated with adverse incidents, surgical instruments,"
"materials and devices (including sutures)); Y72.8 (Otorhinolaryngological devices associated with adverse incidents,"
"miscellaneous devices, not elsewhere classified); Y73.0 (Gastroenterology and urology devices associated with adverse incidents,"
"diagnostic and monitoring devices); Y73.1 (Gastroenterology and urology devices associated with adverse incidents, therapeutic"
"(nonsurgical) and rehabilitative devices); Y73.2 (Gastroenterology and urology devices associated with adverse incidents,"
"prosthetic and other implants, materials and accessory devices); Y73.3 (Gastroenterology and urology devices associated with"
"adverse incidents, surgical instruments, materials and devices (including sutures)); Y73.8 (Gastroenterology and urology devices"
"associated with adverse incidents, miscellaneous devices, not elsewhere classified); Y74.0 (General hospital and personal-use"
"devices associated with adverse incidents, diagnostic and monitoring devices); Y74.1 (General hospital and personal-use devices"
"associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices); Y74.2 (General hospital and"
"personal-use devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices); Y74.3"
"(General hospital and personal-use devices associated with adverse incidents, surgical instruments, materials and devices"
"(including sutures)); Y74.8 (General hospital and personal-use devices associated with adverse incidents, miscellaneous devices,"
"not elsewhere classified); Y75.0 (Neurological devices associated with adverse incidents, diagnostic and monitoring devices);"
"Y75.1 (Neurological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices); Y75.2"
"(Neurological devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices); Y75.3"
"(Neurological devices associated with adverse incidents, surgical instruments, materials and devices (including sutures)); Y75.8"
"(Neurological devices associated with adverse incidents, miscellaneous devices, not elsewhere classified); Y76.0 (Obstetric and"
"gynaecological devices associated with adverse incidents, diagnostic and monitoring devices); Y76.1 (Obstetric and"
"gynaecological devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices); Y76.2"
"(Obstetric and gynaecological devices associated with adverse incidents, prosthetic and other implants, materials and accessory"
"devices); Y76.3 (Obstetric and gynaecological devices associated with adverse incidents, surgical instruments, materials and"
"devices (including sutures)); Y76.8 (Obstetric and gynaecological devices associated with adverse incidents, miscellaneous"
"devices, not elsewhere classified); Y77.0 (Ophthalmic devices associated with adverse incidents, diagnostic and monitoring"
"devices); Y77.1 (Ophthalmic devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices);"
"Y77.2 (Ophthalmic devices associated with adverse incidents, prosthetic and other implants, materials and accessory devices);"
"Y77.3 (Ophthalmic devices associated with adverse incidents, surgical instruments, materials and devices (including sutures));"
"Y77.8 (Ophthalmic devices associated with adverse incidents, miscellaneous devices, not elsewhere classified); Y78.0"
"(Radiological devices associated with adverse incidents, diagnostic and monitoring devices); Y78.1 (Radiological devices"
"associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative devices); Y78.2 (Radiological devices associated"
"with adverse incidents, prosthetic and other implants, materials and accessory devices); Y78.3 (Radiological devices associated"
"with adverse incidents, surgical instruments, materials and devices (including sutures)); Y78.8 (Radiological devices associated"
"with adverse incidents, miscellaneous devices, not elsewhere classified); Y79.0 (Orthopaedic devices associated with adverse"
"incidents, diagnostic and monitoring devices); Y79.1 (Orthopaedic devices associated with adverse incidents, therapeutic"
"(nonsurgical) and rehabilitative devices); Y79.2 (Orthopaedic devices associated with adverse incidents, prosthetic and other"
"implants, materials and accessory devices); Y79.3 (Orthopaedic devices associated with adverse incidents, surgical instruments,"
"materials and devices (including sutures)); Y79.8 (Orthopaedic devices associated with adverse incidents, miscellaneous devices,"
"not elsewhere classified); Y80.0 (Physical medicine devices associated with adverse incidents, diagnostic and monitoring"
"devices); Y80.1 (Physical medicine devices associated with adverse incidents, therapeutic (nonsurgical) and rehabilitative"
"devices); Y80.2 (Physical medicine devices associated with adverse incidents, prosthetic and other implants, materials and"
"accessory devices); Y80.3 (Physical medicine devices associated with adverse incidents, surgical instruments, materials and"
"devices (including sutures)); Y80.8 (Physical medicine devices associated with adverse incidents, miscellaneous devices, not"
"elsewhere classified); Y81.0 (General- and plastic-surgery devices associated with adverse incidents, diagnostic and monitoring"
"devices); Y81.1 (General- and plastic-surgery devices associated with adverse incidents, therapeutic (nonsurgical) and"
"rehabilitative devices); Y81.2 (General- and plastic-surgery devices associated with adverse incidents, prosthetic and other"
"implants, materials and accessory devices); Y81.3 (General- and plastic-surgery devices associated with adverse incidents,"
"surgical instruments, materials and devices (including sutures)); Y81.8 (General- and plastic-surgery devices associated with"
"adverse incidents, miscellaneous devices, not elsewhere classified); Y82.0 (Other and unspecified medical devices associated"
"with adverse incidents, diagnostic and monitoring devices); Y82.1 (Other and unspecified medical devices associated with adverse"
"incidents, therapeutic (nonsurgical) and rehabilitative devices); Y82.2 (Other and unspecified medical devices associated with"
"adverse incidents, prosthetic and other implants, materials and accessory devices); Y82.3 (Other and unspecified medical devices"
"associated with adverse incidents, surgical instruments, materials and devices (including sutures)); Y82.8 (Other and"
"unspecified medical devices associated with adverse incidents, miscellaneous devices, not elsewhere classified); Y85-Y89"
"(Sequelae of external causes of morbidity and mortality)"
"Ten-Year Age Groups: 25-34 years; 35-44 years; 45-54 years; 55-64 years"
"Year/Month: 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Jun 3, 2026 3:15:58 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Jun 3, 2026 3:15:58 PM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2000 Standard Population."
"3. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Age-Adjusted Rates."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Confidence-Intervals."
"6. The method used to calculate standard errors is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Standard-Errors."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
