"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,Age Adjusted Rate Standard Error
,"Alabama","01","2010","2010",2124,2510310,84.61,81.01,88.21,1.84,85.65,81.95,89.36,1.89
,"Alabama","01","2011","2011",2196,2518131,87.21,83.56,90.86,1.86,88.01,84.25,91.76,1.92
,"Alabama","01","2012","2012",2062,2513296,82.04,78.50,85.58,1.81,83.63,79.94,87.32,1.88
,"Alabama","01","2013","2013",2168,2515357,86.19,82.56,89.82,1.85,87.31,83.56,91.07,1.92
,"Alabama","01","2014","2014",2230,2518038,88.56,84.89,92.24,1.88,89.72,85.91,93.53,1.94
,"Alabama","01","2015","2015",2387,2522661,94.62,90.83,98.42,1.94,96.06,92.12,100.00,2.01
,"Alabama","01","2016","2016",2601,2522310,103.12,99.16,107.08,2.02,105.94,101.77,110.11,2.13
,"Alabama","01","2017","2017",2664,2519274,105.74,101.73,109.76,2.05,107.67,103.47,111.87,2.14
,"Alabama","01","2018","2018",2571,2518479,102.09,98.14,106.03,2.01,104.18,100.05,108.32,2.11
,"Alabama","01","2019","2019",2562,2514818,101.88,97.93,105.82,2.01,104.76,100.59,108.92,2.13
"Total","Alabama","01",,,23565,25172674,93.61,92.42,94.81,0.61,95.30,94.06,96.55,0.64
,"Alaska","02","2010","2010",369,393034,93.89,84.31,103.46,4.89,94.21,84.42,104.00,5.00
,"Alaska","02","2011","2011",382,399328,95.66,86.07,105.25,4.89,96.45,86.57,106.33,5.04
,"Alaska","02","2012","2012",413,402185,102.69,92.79,112.59,5.05,102.61,92.49,112.73,5.16
,"Alaska","02","2013","2013",383,398584,96.09,86.47,105.71,4.91,97.87,87.84,107.91,5.12
,"Alaska","02","2014","2014",427,399009,107.02,96.86,117.17,5.18,106.47,96.08,116.85,5.30
,"Alaska","02","2015","2015",418,398706,104.84,94.79,114.89,5.13,105.42,95.03,115.82,5.30
,"Alaska","02","2016","2016",469,402087,116.64,106.08,127.20,5.39,117.52,106.57,128.46,5.58
,"Alaska","02","2017","2017",482,400078,120.48,109.72,131.23,5.49,122.57,111.35,133.79,5.72
,"Alaska","02","2018","2018",474,396234,119.63,108.86,130.40,5.49,119.28,108.25,130.31,5.63
,"Alaska","02","2019","2019",494,391822,126.08,114.96,137.20,5.67,126.23,114.81,137.64,5.82
"Total","Alaska","02",,,4311,3981067,108.29,105.05,111.52,1.65,109.01,105.68,112.34,1.70
,"Arizona","04","2010","2010",2745,3247961,84.51,81.35,87.68,1.61,84.01,80.83,87.19,1.62
,"Arizona","04","2011","2011",2783,3291051,84.56,81.42,87.70,1.60,84.31,81.12,87.49,1.62
,"Arizona","04","2012","2012",2852,3307877,86.22,83.05,89.38,1.61,85.61,82.42,88.81,1.63
,"Arizona","04","2013","2013",2977,3324670,89.54,86.33,92.76,1.64,88.97,85.72,92.22,1.66
,"Arizona","04","2014","2014",2904,3367755,86.23,83.09,89.37,1.60,85.50,82.33,88.67,1.62
,"Arizona","04","2015","2015",3059,3412727,89.64,86.46,92.81,1.62,89.29,86.07,92.52,1.65
,"Arizona","04","2016","2016",3326,3456387,96.23,92.96,99.50,1.67,94.97,91.68,98.26,1.68
,"Arizona","04","2017","2017",3503,3508591,99.84,96.53,103.15,1.69,99.11,95.76,102.47,1.71
,"Arizona","04","2018","2018",3530,3583343,98.51,95.26,101.76,1.66,97.95,94.65,101.25,1.68
,"Arizona","04","2019","2019",3732,3636004,102.64,99.35,105.93,1.68,102.13,98.78,105.48,1.71
"Total","Arizona","04",,,31411,34136366,92.02,91.00,93.03,0.52,91.47,90.44,92.50,0.53
,"Arkansas","05","2010","2010",1281,1500357,85.38,80.70,90.06,2.39,87.01,82.16,91.85,2.47
,"Arkansas","05","2011","2011",1384,1512776,91.49,86.67,96.31,2.46,92.73,87.74,97.71,2.54
,"Arkansas","05","2012","2012",1352,1508968,89.60,84.82,94.37,2.44,89.96,85.07,94.86,2.50
,"Arkansas","05","2013","2013",1265,1506764,83.95,79.33,88.58,2.36,84.51,79.76,89.25,2.42
,"Arkansas","05","2014","2014",1331,1506595,88.34,83.60,93.09,2.42,89.74,84.82,94.66,2.51
,"Arkansas","05","2015","2015",1412,1511614,93.41,88.54,98.28,2.49,94.06,89.05,99.08,2.56
,"Arkansas","05","2016","2016",1508,1514723,99.56,94.53,104.58,2.56,100.85,95.64,106.05,2.66
,"Arkansas","05","2017","2017",1514,1518247,99.72,94.70,104.74,2.56,101.00,95.80,106.21,2.66
,"Arkansas","05","2018","2018",1450,1518240,95.51,90.59,100.42,2.51,96.54,91.46,101.63,2.59
,"Arkansas","05","2019","2019",1426,1514707,94.14,89.26,99.03,2.49,94.53,89.50,99.56,2.57
"Total","Arkansas","05",,,13923,15112991,92.13,90.60,93.66,0.78,93.08,91.50,94.66,0.81
,"California","06","2010","2010",10215,19789451,51.62,50.62,52.62,0.51,50.77,49.78,51.77,0.51
,"California","06","2011","2011",10528,20046532,52.52,51.51,53.52,0.51,51.85,50.85,52.85,0.51
,"California","06","2012","2012",10554,20179883,52.30,51.30,53.30,0.51,51.48,50.49,52.47,0.51
,"California","06","2013","2013",10936,20356297,53.72,52.72,54.73,0.51,52.81,51.80,53.81,0.51
,"California","06","2014","2014",11122,20661868,53.83,52.83,54.83,0.51,52.78,51.78,53.77,0.51
,"California","06","2015","2015",11553,20900046,55.28,54.27,56.29,0.51,54.22,53.22,55.23,0.51
,"California","06","2016","2016",11968,20961732,57.09,56.07,58.12,0.52,56.07,55.05,57.09,0.52
,"California","06","2017","2017",12384,21172207,58.49,57.46,59.52,0.53,57.51,56.48,58.55,0.53
,"California","06","2018","2018",12768,21152670,60.36,59.31,61.41,0.53,59.35,58.31,60.40,0.54
,"California","06","2019","2019",13444,21101432,63.71,62.63,64.79,0.55,62.73,61.65,63.81,0.55
"Total","California","06",,,115472,206322118,55.97,55.64,56.29,0.16,55.05,54.72,55.37,0.16
,"Colorado","08","2010","2010",1854,2766264,67.02,63.97,70.07,1.56,66.61,63.54,69.68,1.57
,"Colorado","08","2011","2011",2057,2810124,73.20,70.04,76.36,1.61,72.77,69.58,75.96,1.63
,"Colorado","08","2012","2012",2179,2836313,76.83,73.60,80.05,1.65,76.19,72.94,79.44,1.66
,"Colorado","08","2013","2013",2055,2867753,71.66,68.56,74.76,1.58,70.99,67.87,74.11,1.59
,"Colorado","08","2014","2014",2168,2906081,74.60,71.46,77.74,1.60,74.46,71.27,77.65,1.63
,"Colorado","08","2015","2015",2285,2956802,77.28,74.11,80.45,1.62,76.49,73.30,79.68,1.63
,"Colorado","08","2016","2016",2471,3001518,82.33,79.08,85.57,1.66,81.47,78.20,84.75,1.67
,"Colorado","08","2017","2017",2531,3052049,82.93,79.70,86.16,1.65,82.61,79.33,85.89,1.67
,"Colorado","08","2018","2018",2640,3095272,85.29,82.04,88.54,1.66,85.02,81.71,88.32,1.69
,"Colorado","08","2019","2019",2714,3130588,86.69,83.43,89.95,1.66,86.00,82.70,89.30,1.68
"Total","Colorado","08",,,22954,29422764,78.01,77.01,79.02,0.51,77.59,76.57,78.61,0.52
,"Connecticut","09","2010","2010",1005,1923864,52.24,49.01,55.47,1.65,52.38,49.08,55.69,1.69
,"Connecticut","09","2011","2011",936,1930902,48.47,45.37,51.58,1.58,48.89,45.69,52.10,1.64
,"Connecticut","09","2012","2012",1033,1927009,53.61,50.34,56.88,1.67,53.80,50.43,57.16,1.72
,"Connecticut","09","2013","2013",1119,1920952,58.25,54.84,61.67,1.74,58.24,54.72,61.75,1.79
,"Connecticut","09","2014","2014",1152,1915272,60.15,56.67,63.62,1.77,61.00,57.37,64.63,1.85
,"Connecticut","09","2015","2015",1400,1907806,73.38,69.54,77.23,1.96,73.12,69.16,77.08,2.02
,"Connecticut","09","2016","2016",1519,1893731,80.21,76.18,84.25,2.06,80.93,76.71,85.14,2.15
,"Connecticut","09","2017","2017",1623,1889765,85.88,81.71,90.06,2.13,87.78,83.36,92.20,2.25
,"Connecticut","09","2018","2018",1660,1875482,88.51,84.25,92.77,2.17,89.97,85.49,94.45,2.29
,"Connecticut","09","2019","2019",1774,1865530,95.09,90.67,99.52,2.26,96.54,91.89,101.20,2.37
"Total","Connecticut","09",,,13221,19050313,69.40,68.22,70.58,0.60,69.99,68.76,71.22,0.63
,"Delaware","10","2010","2010",333,471987,70.55,62.97,78.13,3.87,72.55,64.62,80.49,4.05
,"Delaware","10","2011","2011",329,477333,68.92,61.48,76.37,3.80,68.88,61.27,76.49,3.88
,"Delaware","10","2012","2012",376,477907,78.68,70.72,86.63,4.06,78.48,70.38,86.58,4.13
,"Delaware","10","2013","2013",379,482572,78.54,70.63,86.44,4.03,79.20,71.01,87.39,4.18
,"Delaware","10","2014","2014",384,487746,78.73,70.85,86.60,4.02,81.32,72.97,89.68,4.26
,"Delaware","10","2015","2015",430,493133,87.20,78.96,95.44,4.21,90.11,81.35,98.88,4.47
,"Delaware","10","2016","2016",489,495257,98.74,89.99,107.49,4.47,99.18,90.12,108.24,4.62
,"Delaware","10","2017","2017",540,498353,108.36,99.22,117.50,4.66,111.23,101.55,120.91,4.94
,"Delaware","10","2018","2018",592,498661,118.72,109.15,128.28,4.88,123.11,112.87,133.36,5.23
,"Delaware","10","2019","2019",633,498792,126.91,117.02,136.79,5.04,132.52,121.87,143.16,5.43
"Total","Delaware","10",,,4485,4881741,91.87,89.18,94.56,1.37,93.97,91.15,96.79,1.44
,"District of Columbia","11","2010","2010",240,345084,69.55,60.75,78.35,4.49,72.54,63.12,81.96,4.80
,"District of Columbia","11","2011","2011",226,358268,63.08,54.86,71.31,4.20,65.12,56.40,73.85,4.45
,"District of Columbia","11","2012","2012",199,368462,54.01,46.50,61.51,3.83,57.36,49.15,65.58,4.19
,"District of Columbia","11","2013","2013",222,380571,58.33,50.66,66.01,3.92,60.23,52.04,68.41,4.18
,"District of Columbia","11","2014","2014",251,388271,64.65,56.65,72.64,4.08,68.67,59.90,77.43,4.47
,"District of Columbia","11","2015","2015",288,395466,72.83,64.41,81.24,4.29,74.69,65.78,83.59,4.54
,"District of Columbia","11","2016","2016",402,401445,100.14,90.35,109.93,4.99,105.80,95.15,116.45,5.43
,"District of Columbia","11","2017","2017",439,410982,106.82,96.83,116.81,5.10,115.76,104.60,126.91,5.69
,"District of Columbia","11","2018","2018",413,415516,99.39,89.81,108.98,4.89,106.67,96.05,117.30,5.42
,"District of Columbia","11","2019","2019",453,417672,108.46,98.47,118.45,5.10,116.44,105.36,127.53,5.66
"Total","District of Columbia","11",,,3133,3881737,80.71,77.89,83.54,1.44,84.90,81.84,87.96,1.56
,"Florida","12","2010","2010",7491,9799960,76.44,74.71,78.17,0.88,76.14,74.38,77.89,0.90
,"Florida","12","2011","2011",7525,9931303,75.77,74.06,77.48,0.87,75.58,73.84,77.33,0.89
,"Florida","12","2012","2012",7298,10014388,72.88,71.20,74.55,0.85,72.04,70.34,73.73,0.86
,"Florida","12","2013","2013",7023,10096320,69.56,67.93,71.19,0.83,68.97,67.31,70.62,0.84
,"Florida","12","2014","2014",7371,10264799,71.81,70.17,73.45,0.84,71.13,69.46,72.80,0.85
,"Florida","12","2015","2015",8216,10464952,78.51,76.81,80.21,0.87,78.51,76.77,80.26,0.89
,"Florida","12","2016","2016",9858,10631187,92.73,90.90,94.56,0.93,93.71,91.81,95.61,0.97
,"Florida","12","2017","2017",10328,10825994,95.40,93.56,97.24,0.94,95.78,93.88,97.68,0.97
,"Florida","12","2018","2018",10230,10957992,93.36,91.55,95.17,0.92,93.80,91.93,95.67,0.95
,"Florida","12","2019","2019",10653,11007703,96.78,94.94,98.62,0.94,97.48,95.57,99.38,0.97
"Total","Florida","12",,,85993,103994598,82.69,82.14,83.24,0.28,82.73,82.16,83.30,0.29
,"Georgia","13","2010","2010",3344,5193909,64.38,62.20,66.57,1.11,63.89,61.71,66.08,1.11
,"Georgia","13","2011","2011",3433,5252706,65.36,63.17,67.54,1.12,64.87,62.68,67.06,1.12
,"Georgia","13","2012","2012",3406,5273839,64.58,62.41,66.75,1.11,64.16,61.98,66.34,1.11
,"Georgia","13","2013","2013",3438,5289140,65.00,62.83,67.17,1.11,64.49,62.31,66.67,1.11
,"Georgia","13","2014","2014",3595,5330954,67.44,65.23,69.64,1.12,67.00,64.79,69.22,1.13
,"Georgia","13","2015","2015",3799,5388757,70.50,68.26,72.74,1.14,70.18,67.92,72.44,1.15
,"Georgia","13","2016","2016",4178,5438779,76.82,74.49,79.15,1.19,76.25,73.90,78.60,1.20
,"Georgia","13","2017","2017",4311,5503440,78.33,75.99,80.67,1.19,78.02,75.65,80.39,1.21
,"Georgia","13","2018","2018",4169,5542968,75.21,72.93,77.50,1.16,75.32,72.99,77.64,1.19
,"Georgia","13","2019","2019",4304,5581400,77.11,74.81,79.42,1.18,76.98,74.63,79.32,1.19
"Total","Georgia","13",,,37977,53795892,70.59,69.88,71.30,0.36,70.22,69.50,70.93,0.36
,"Hawaii","15","2010","2010",436,731033,59.64,54.04,65.24,2.86,60.22,54.44,66.00,2.95
,"Hawaii","15","2011","2011",446,735540,60.64,55.01,66.26,2.87,59.84,54.15,65.54,2.91
,"Hawaii","15","2012","2012",435,741631,58.65,53.14,64.17,2.81,58.57,52.93,64.22,2.88
,"Hawaii","15","2013","2013",403,740204,54.44,49.13,59.76,2.71,53.92,48.51,59.32,2.76
,"Hawaii","15","2014","2014",429,744836,57.60,52.15,63.05,2.78,57.82,52.21,63.42,2.86
,"Hawaii","15","2015","2015",445,747678,59.52,53.99,65.05,2.82,57.56,52.05,63.06,2.81
,"Hawaii","15","2016","2016",460,747808,61.51,55.89,67.13,2.87,60.01,54.37,65.65,2.88
,"Hawaii","15","2017","2017",514,744051,69.08,63.11,75.05,3.05,68.82,62.72,74.91,3.11
,"Hawaii","15","2018","2018",520,734867,70.76,64.68,76.84,3.10,69.54,63.41,75.67,3.13
,"Hawaii","15","2019","2019",539,728682,73.97,67.72,80.21,3.19,73.10,66.77,79.42,3.23
"Total","Hawaii","15",,,4627,7396330,62.56,60.76,64.36,0.92,61.89,60.07,63.72,0.93
,"Idaho","16","2010","2010",572,789424,72.46,66.52,78.40,3.03,71.98,65.97,77.99,3.07
,"Idaho","16","2011","2011",564,797559,70.72,64.88,76.55,2.98,70.55,64.61,76.50,3.03
,"Idaho","16","2012","2012",587,799650,73.41,67.47,79.35,3.03,73.24,67.19,79.29,3.09
,"Idaho","16","2013","2013",642,805536,79.70,73.53,85.86,3.15,79.04,72.80,85.28,3.18
,"Idaho","16","2014","2014",607,813969,74.57,68.64,80.51,3.03,75.06,68.96,81.16,3.11
,"Idaho","16","2015","2015",664,822675,80.71,74.57,86.85,3.13,81.40,75.07,87.74,3.23
,"Idaho","16","2016","2016",695,834415,83.29,77.10,89.48,3.16,84.08,77.68,90.47,3.26
,"Idaho","16","2017","2017",746,849456,87.82,81.52,94.12,3.22,87.54,81.12,93.96,3.28
,"Idaho","16","2018","2018",704,866186,81.28,75.27,87.28,3.06,81.69,75.53,87.85,3.14
,"Idaho","16","2019","2019",690,883788,78.07,72.25,83.90,2.97,77.95,72.01,83.89,3.03
"Total","Idaho","16",,,6471,8262658,78.32,76.41,80.22,0.97,78.34,76.39,80.29,0.99
,"Illinois","17","2010","2010",3413,6845933,49.85,48.18,51.53,0.85,49.89,48.19,51.58,0.86
,"Illinois","17","2011","2011",3603,6880302,52.37,50.66,54.08,0.87,52.74,50.99,54.48,0.89
,"Illinois","17","2012","2012",3890,6862106,56.69,54.91,58.47,0.91,56.66,54.85,58.47,0.92
,"Illinois","17","2013","2013",3851,6855616,56.17,54.40,57.95,0.91,56.06,54.26,57.86,0.92
,"Illinois","17","2014","2014",4015,6851413,58.60,56.79,60.41,0.92,58.49,56.65,60.33,0.94
,"Illinois","17","2015","2015",4164,6835197,60.92,59.07,62.77,0.94,60.82,58.94,62.70,0.96
,"Illinois","17","2016","2016",5013,6789655,73.83,71.79,75.88,1.04,74.16,72.06,76.25,1.07
,"Illinois","17","2017","2017",5341,6764337,78.96,76.84,81.08,1.08,79.22,77.05,81.39,1.11
,"Illinois","17","2018","2018",5418,6714543,80.69,78.54,82.84,1.10,80.61,78.42,82.81,1.12
,"Illinois","17","2019","2019",5330,6653303,80.11,77.96,82.26,1.10,80.42,78.22,82.63,1.13
"Total","Illinois","17",,,44038,68052405,64.71,64.11,65.32,0.31,64.77,64.16,65.39,0.31
,"Indiana","18","2010","2010",2288,3384086,67.61,64.84,70.38,1.41,67.74,64.92,70.55,1.44
,"Indiana","18","2011","2011",2426,3403591,71.28,68.44,74.11,1.45,72.06,69.14,74.98,1.49
,"Indiana","18","2012","2012",2505,3394229,73.80,70.91,76.69,1.47,74.71,71.73,77.69,1.52
,"Indiana","18","2013","2013",2627,3403429,77.19,74.24,80.14,1.51,78.11,75.06,81.15,1.55
,"Indiana","18","2014","2014",2687,3404101,78.93,75.95,81.92,1.52,79.92,76.84,83.01,1.57
,"Indiana","18","2015","2015",2799,3408353,82.12,79.08,85.16,1.55,82.82,79.68,85.96,1.60
,"Indiana","18","2016","2016",3217,3404784,94.48,91.22,97.75,1.67,96.14,92.74,99.53,1.73
,"Indiana","18","2017","2017",3635,3410645,106.58,103.11,110.04,1.77,109.02,105.40,112.65,1.85
,"Indiana","18","2018","2018",3406,3412750,99.80,96.45,103.15,1.71,101.84,98.34,105.34,1.79
,"Indiana","18","2019","2019",3365,3418757,98.43,95.10,101.75,1.70,100.17,96.70,103.63,1.77
"Total","Indiana","18",,,28955,34044725,85.05,84.07,86.03,0.50,86.28,85.27,87.30,0.52
,"Iowa","19","2010","2010",875,1559607,56.10,52.39,59.82,1.90,55.22,51.47,58.97,1.91
,"Iowa","19","2011","2011",889,1569551,56.64,52.92,60.36,1.90,57.44,53.56,61.32,1.98
,"Iowa","19","2012","2012",920,1566638,58.72,54.93,62.52,1.94,59.43,55.48,63.37,2.01
,"Iowa","19","2013","2013",933,1568189,59.50,55.68,63.31,1.95,59.51,55.58,63.44,2.01
,"Iowa","19","2014","2014",938,1569386,59.77,55.94,63.59,1.95,58.76,54.88,62.63,1.98
,"Iowa","19","2015","2015",946,1570047,60.25,56.41,64.09,1.96,59.44,55.53,63.34,1.99
,"Iowa","19","2016","2016",1062,1567650,67.74,63.67,71.82,2.08,68.74,64.49,72.99,2.17
,"Iowa","19","2017","2017",1059,1567169,67.57,63.50,71.64,2.08,66.88,62.73,71.04,2.12
,"Iowa","19","2018","2018",1032,1566518,65.88,61.86,69.90,2.05,65.55,61.44,69.66,2.10
,"Iowa","19","2019","2019",1105,1561570,70.76,66.59,74.93,2.13,69.56,65.33,73.78,2.16
"Total","Iowa","19",,,9759,15666325,62.29,61.06,63.53,0.63,62.08,60.82,63.35,0.65
,"Kansas","20","2010","2010",1029,1461904,70.39,66.09,74.69,2.19,69.48,65.16,73.81,2.21
,"Kansas","20","2011","2011",979,1471460,66.53,62.36,70.70,2.13,66.48,62.22,70.74,2.17
,"Kansas","20","2012","2012",1031,1470390,70.12,65.84,74.40,2.18,71.06,66.63,75.50,2.26
,"Kansas","20","2013","2013",1014,1464527,69.24,64.98,73.50,2.17,69.36,64.99,73.73,2.23
,"Kansas","20","2014","2014",1049,1463761,71.66,67.33,76.00,2.21,71.26,66.83,75.68,2.26
,"Kansas","20","2015","2015",1076,1461437,73.63,69.23,78.03,2.24,73.58,69.07,78.09,2.30
,"Kansas","20","2016","2016",1117,1458212,76.60,72.11,81.09,2.29,76.43,71.83,81.03,2.35
,"Kansas","20","2017","2017",1187,1454753,81.59,76.95,86.24,2.37,81.65,76.89,86.42,2.43
,"Kansas","20","2018","2018",1170,1448568,80.77,76.14,85.40,2.36,81.28,76.51,86.06,2.44
,"Kansas","20","2019","2019",1170,1443417,81.06,76.41,85.70,2.37,80.79,76.05,85.54,2.42
"Total","Kansas","20",,,10822,14598429,74.13,72.73,75.53,0.71,74.18,72.75,75.61,0.73
,"Kentucky","21","2010","2010",2265,2324968,97.42,93.41,101.43,2.05,99.57,95.40,103.73,2.13
,"Kentucky","21","2011","2011",2328,2337210,99.61,95.56,103.65,2.06,102.11,97.89,106.34,2.15
,"Kentucky","21","2012","2012",2451,2323637,105.48,101.31,109.66,2.13,107.67,103.32,112.01,2.22
,"Kentucky","21","2013","2013",2248,2320105,96.89,92.89,100.90,2.04,97.66,93.54,101.79,2.10
,"Kentucky","21","2014","2014",2346,2316114,101.29,97.19,105.39,2.09,102.73,98.48,106.98,2.17
,"Kentucky","21","2015","2015",2645,2316881,114.16,109.81,118.51,2.22,116.67,112.13,121.22,2.32
,"Kentucky","21","2016","2016",2833,2315663,122.34,117.84,126.85,2.30,125.80,121.05,130.54,2.42
,"Kentucky","21","2017","2017",2947,2313885,127.36,122.76,131.96,2.35,131.71,126.85,136.58,2.48
,"Kentucky","21","2018","2018",2692,2311215,116.48,112.08,120.88,2.24,119.28,114.66,123.90,2.36
,"Kentucky","21","2019","2019",2678,2300284,116.42,112.01,120.83,2.25,119.44,114.80,124.08,2.37
"Total","Kentucky","21",,,25433,23179962,109.72,108.37,111.07,0.69,112.23,110.82,113.64,0.72
,"Louisiana","22","2010","2010",1978,2382969,83.01,79.35,86.66,1.87,84.55,80.76,88.34,1.93
,"Louisiana","22","2011","2011",2054,2407356,85.32,81.63,89.01,1.88,86.48,82.66,90.30,1.95
,"Louisiana","22","2012","2012",2107,2413029,87.32,83.59,91.05,1.90,88.13,84.28,91.98,1.96
,"Louisiana","22","2013","2013",2240,2425785,92.34,88.52,96.17,1.95,93.57,89.60,97.54,2.02
,"Louisiana","22","2014","2014",2339,2436696,95.99,92.10,99.88,1.98,96.04,92.06,100.03,2.03
,"Louisiana","22","2015","2015",2482,2447021,101.43,97.44,105.42,2.04,102.77,98.62,106.91,2.11
,"Louisiana","22","2016","2016",2625,2450741,107.11,103.01,111.21,2.09,108.91,104.64,113.18,2.18
,"Louisiana","22","2017","2017",2746,2443400,112.38,108.18,116.59,2.14,114.48,110.09,118.87,2.24
,"Louisiana","22","2018","2018",2712,2420280,112.05,107.84,116.27,2.15,114.04,109.65,118.43,2.24
,"Louisiana","22","2019","2019",2855,2401099,118.90,114.54,123.27,2.23,122.48,117.89,127.08,2.34
"Total","Louisiana","22",,,24138,24228376,99.63,98.37,100.88,0.64,101.21,99.91,102.52,0.67
,"Maine","23","2010","2010",398,726676,54.77,49.39,60.15,2.75,54.81,49.22,60.40,2.85
